City,time,co,dew,h,no2,o3,p,pm10,pm25,r,so2,t,w
Nakhon Ratchasima,2025-02-26,,-6.55,12.35,3.2,16.0,994.85,,57.5,99.0,0.6,24.450000000000003,2.25
Nakhon Ratchasima,2025-02-27,,-4.6,10.0,4.7,24.9,992.4,,65.0,99.0,0.6,30.4,2.5
Nakhon Ratchasima,2025-02-28,,-3.6,8.4,8.7,26.5,990.2,,83.0,99.0,0.6,34.8,1.5
Nakhon Ratchasima,2025-03-01,,-4.3,9.05,13.6,24.05,986.9,,108.0,99.0,0.6,32.7,1.25
Nakhon Ratchasima,2025-03-02,,-4.0,7.5,8.7,25.3,985.4,,100.0,99.0,0.6,36.4,3.0
Nakhon Ratchasima,2025-03-03,,26.5,56.0,7.5,29.2,986.1,,107.0,99.0,0.6,36.7,1.5
Nakhon Ratchasima,2025-03-04,,-4.6,7.9,8.1,25.3,988.3,,101.0,99.0,0.6,34.6,2.0
Nakhon Ratchasima,2025-03-05,,-4.1,8.0,11.0,22.9,988.0,,86.0,99.0,0.6,35.1,1.5
Nakhon Ratchasima,2025-03-06,,-4.6,7.9,9.8,26.8,989.3,,82.0,99.0,0.6,34.6,2.5
Nakhon Ratchasima,2025-03-07,,19.8,97.0,8.1,6.0,993.1,,54.0,0.7,0.6,19.3,1.0
Nakhon Ratchasima,2025-03-08,,-7.2,14.2,5.2,11.9,994.8,,54.0,2.1,0.6,21.2,2.5
Nakhon Ratchasima,2025-03-09,,-7.7,13.0,10.4,7.5,994.7,,82.0,99.7,0.6,22.0,2.5
Nakhon Ratchasima,2025-03-10,,21.1,68.9,4.7,23.7,994.9,,61.0,99.7,0.6,27.3,1.0
Nakhon Ratchasima,2025-03-11,,-4.6,8.5,4.1,26.8,992.1,,101.0,99.7,0.6,33.4,2.5
Nakhon Ratchasima,2025-03-12,,24.2,50.2,12.7,24.1,983.8,,73.0,99.7,0.6,36.2,3.0
Nakhon Ratchasima,2025-03-13,,-5.0,9.0,2.9,25.3,990.9,,64.0,99.0,0.6,31.7,2.5
Nakhon Ratchasima,2025-03-14,,-5.0,9.0,2.9,25.3,990.9,,64.0,99.0,0.6,31.7,2.5
Nakhon Ratchasima,2025-03-15,,-5.0,9.0,2.9,25.3,990.9,,64.0,99.0,0.6,31.7,2.5
Nakhon Ratchasima,2025-03-16,,-8.1,9.9,8.1,8.3,988.8,,132.0,99.0,0.6,26.0,1.0
Nakhon Ratchasima,2025-03-17,,-8.1,9.9,8.1,8.3,988.8,,132.0,99.0,0.6,26.0,1.0
Nakhon Ratchasima,2025-03-18,,6.9,44.4,5.25,22.700000000000003,990.95,,70.0,4.4,0.6,26.6,2.0
Nakhon Ratchasima,2025-03-19,,-4.0,11.7,4.1,27.6,994.0,,83.0,4.4,0.6,28.5,3.0
Nakhon Ratchasima,2025-03-20,,-3.8,15.4,4.7,27.6,999.2,,99.0,4.4,0.6,24.1,4.6
Nakhon Ratchasima,2025-03-21,,-5.0,14.2,4.7,28.0,999.2,,95.0,4.4,0.6,24.0,3.0
Nakhon Ratchasima,2025-03-22,,-5.0,14.2,4.7,28.0,999.2,,95.0,4.4,0.6,24.0,3.0
Nakhon Ratchasima,2025-03-23,,-4.3,10.95,8.95,29.2,992.75,,140.5,4.4,0.6,29.3,1.5
Nakhon Ratchasima,2025-03-24,,19.1,38.6,5.8,38.7,988.7,,144.0,4.4,0.6,35.3,1.5
Nakhon Ratchasima,2025-03-25,,-4.5,8.3,10.4,36.7,987.0,,155.0,4.4,0.6,33.9,1.5
Nakhon Ratchasima,2025-03-26,,-4.1,7.9,12.1,32.0,985.2,,140.0,4.4,0.6,35.2,1.5
Nakhon Ratchasima,2025-03-27,,-4.6,8.1,12.7,26.8,985.4,,136.0,0.6,0.6,34.1,2.5
Nakhon Ratchasima,2025-03-28,,25.1,94.8,9.8,28.0,985.3,,102.0,0.6,0.6,26.0,1.0
Nakhon Ratchasima,2025-03-29,,24.4,47.6,5.2,32.8,985.7,,111.0,0.6,0.6,37.4,2.0
Nakhon Ratchasima,2025-03-30,,24.4,47.6,5.2,32.8,985.7,,111.0,0.6,0.6,37.4,2.0
Nakhon Ratchasima,2025-03-31,,22.950000000000003,85.25,6.4,18.4,990.9,,81.5,1.8,0.6,25.65,1.25
Nakhon Ratchasima,2025-04-01,,17.0,48.0,4.1,25.3,1014.0,,60.0,1.8,0.6,29.0,3.6
Nakhon Ratchasima,2025-04-02,,21.4,60.0,4.1,33.2,991.2,,82.0,1.8,0.6,30.0,2.5
Nakhon Ratchasima,2025-04-03,,-4.4,10.4,7.5,35.1,990.4,,120.0,1.1,0.6,30.1,0.5
Nakhon Ratchasima,2025-04-04,,-4.9,8.9,4.1,43.4,991.8,,141.0,1.8,0.6,32.1,1.5
Nakhon Ratchasima,2025-04-05,,-4.4,7.8,4.7,33.2,989.0,,87.0,1.8,0.6,35.2,1.5
Nakhon Ratchasima,2025-04-06,,-4.4,7.8,4.7,33.2,989.0,,87.0,1.8,0.6,35.2,1.5
Nakhon Ratchasima,2025-04-07,,9.8,32.5,3.55,32.55,987.5,,74.0,1.7000000000000002,0.6,34.15,1.75
Nakhon Ratchasima,2025-04-08,,26.5,66.1,4.1,38.7,990.3,,97.0,0.3,0.6,33.7,1.5
Nakhon Ratchasima,2025-04-09,,-5.7,7.7,10.4,35.9,990.1,,116.0,0.3,0.6,33.6,2.0
Nakhon Ratchasima,2025-04-10,,-6.6,8.9,4.1,35.1,989.1,,92.0,99.6,0.6,29.8,1.0
Nakhon Ratchasima,2025-04-11,,-5.7,8.3,3.5,40.2,987.4,,101.0,99.0,0.6,32.2,2.0
Phuket,2025-02-19,0.1,-5.65,8.149999999999999,3.55,,1008.95,23.0,47.0,2.0,0.6,32.7,2.55
Phuket,2025-02-20,0.1,-5.65,8.149999999999999,3.55,,1008.95,23.0,47.0,2.0,0.6,32.7,2.55
Phuket,2025-02-21,0.1,-7.0,9.0,5.2,,1009.7,23.0,56.0,2.0,0.6,29.2,1.5
Phuket,2025-02-22,0.1,24.25,80.25,3.8,,1012.25,23.0,46.0,2.0,0.6,28.5,2.65
Phuket,2025-02-23,0.1,9.0,44.05,2.4,,1010.6,23.0,41.5,2.0,0.6,30.1,2.55
Phuket,2025-02-24,0.1,25.0,94.0,1.8,,1013.0,23.0,26.0,2.0,0.6,26.0,2.5
Phuket,2025-02-25,0.1,-6.8,8.6,2.9,,1013.0,23.0,46.0,99.4,0.6,30.1,2.0
Phuket,2025-02-26,0.1,23.55,68.3,2.65,,1013.6,23.0,40.0,99.4,0.6,30.2,5.65
Phuket,2025-02-27,0.1,24.0,70.0,4.1,,1012.0,23.0,53.0,99.4,0.6,30.0,4.6
Phuket,2025-02-28,0.1,-5.7,8.0,3.5,,1011.4,23.0,51.0,99.4,0.6,32.9,2.0
Phuket,2025-03-01,0.1,-5.65,8.05,2.1,,1008.7,23.0,48.5,99.4,0.6,32.8,2.8
Phuket,2025-03-02,0.1,-5.6,8.4,2.9,,1008.5,23.0,54.0,99.4,0.6,32.2,2.0
Phuket,2025-03-03,0.1,-5.5,8.1,2.4,,1008.7,23.0,59.0,99.4,0.6,32.9,2.0
Phuket,2025-03-04,0.1,-5.3,7.8,2.9,,1007.9,23.0,58.0,99.4,0.6,34.0,1.5
Phuket,2025-03-05,0.1,25.0,66.0,2.9,,1008.0,23.0,58.0,99.4,0.6,32.0,4.1
Phuket,2025-03-06,0.1,-5.9,7.5,5.8,,1009.0,23.0,57.0,99.4,0.6,33.7,1.5
Phuket,2025-03-07,0.1,-5.5,7.9,3.5,,1008.5,23.0,63.0,99.4,0.6,33.4,2.0
Phuket,2025-03-08,0.1,-6.2,7.8,2.4,,1008.0,23.0,34.0,99.4,0.6,32.7,3.6
Phuket,2025-03-09,0.1,-8.4,9.5,2.4,,1012.0,23.0,39.0,0.1,0.6,24.7,2.0
Phuket,2025-03-10,0.1,-5.6,7.7,2.9,,1009.9,23.0,38.0,1.6,0.6,33.7,3.0
Phuket,2025-03-11,0.1,-6.1,7.9,1.8,,1011.5,23.0,45.0,1.6,0.6,32.7,2.5
Phuket,2025-03-12,0.1,25.0,66.0,2.4,,1006.0,23.0,38.0,1.6,0.6,32.0,4.6
Phuket,2025-03-13,0.1,-6.0,8.1,1.8,,1009.5,23.0,41.0,1.6,0.6,32.2,1.0
Phuket,2025-03-14,0.1,-6.0,8.1,1.8,,1009.5,23.0,41.0,1.6,0.6,32.2,1.0
Phuket,2025-03-15,0.1,-6.0,8.1,1.8,,1009.5,23.0,41.0,1.6,0.6,32.2,1.0
Phuket,2025-03-16,0.1,-6.0,8.1,1.8,,1009.5,23.0,41.0,1.6,0.6,32.2,1.0
Phuket,2025-03-17,0.1,-6.0,8.1,1.8,,1009.5,23.0,41.0,1.6,0.6,32.2,1.0
Phuket,2025-03-18,0.1,24.5,79.0,4.95,,1009.5,23.0,51.0,1.6,0.6,28.5,2.55
Phuket,2025-03-19,0.1,-5.2,8.1,4.1,,1010.4,20.0,49.0,0.3,0.6,33.4,2.0
Phuket,2025-03-20,0.1,-6.1,8.3,2.4,,1013.9,33.0,62.0,99.9,0.6,31.8,2.0
Phuket,2025-03-21,0.1,24.0,70.0,3.5,,1014.0,27.0,59.0,99.9,0.6,30.0,3.6
Phuket,2025-03-22,0.1,24.0,70.0,3.5,,1014.0,27.0,59.0,99.9,0.6,30.0,3.6
Phuket,2025-03-23,0.1,9.4,39.25,6.1000000000000005,,1011.2,51.0,69.5,1.2,0.6,31.05,2.55
Phuket,2025-03-24,0.1,22.0,55.0,3.5,,1011.0,37.0,63.0,1.2,0.6,32.0,2.5
Phuket,2025-03-25,0.1,-5.6,8.2,3.5,,1007.7,46.0,72.0,99.9,0.6,32.7,2.0
Phuket,2025-03-26,0.1,-8.7,8.5,4.1,,1007.0,44.0,78.0,0.5,0.6,27.8,2.0
Phuket,2025-03-27,0.1,-8.7,8.5,4.1,,1007.0,44.0,78.0,0.5,0.6,27.8,2.0
Phuket,2025-03-28,0.1,24.0,62.0,5.2,,1008.0,45.0,72.0,0.5,0.6,32.0,5.6
Phuket,2025-03-29,0.1,-5.0,7.6,1.8,,1007.5,39.0,71.0,0.6,0.6,34.7,2.0
Phuket,2025-03-30,0.1,-5.0,7.6,1.8,,1007.5,39.0,71.0,0.6,0.6,34.7,2.0
Phuket,2025-03-31,0.1,-5.5,7.7,2.1,,1006.85,28.5,58.0,99.7,0.6,33.8,1.5
Phuket,2025-04-01,0.1,25.0,70.0,4.1,,1010.0,25.0,45.0,99.7,0.6,31.0,3.6
Phuket,2025-04-02,0.1,-5.8,8.0,2.9,,1009.7,15.0,36.0,99.7,0.6,32.7,2.0
Phuket,2025-04-03,0.1,25.0,70.0,2.9,,1011.0,13.0,24.0,99.7,0.6,31.0,4.1
Phuket,2025-04-04,0.1,25.0,66.0,2.4,,1010.0,18.0,35.0,99.7,0.6,32.0,5.6
Phuket,2025-04-05,0.1,25.0,66.0,1.2,,1011.0,19.0,41.0,99.7,0.6,32.0,4.1
Phuket,2025-04-06,0.1,25.0,66.0,1.2,,1011.0,19.0,41.0,99.7,0.6,32.0,4.1
Phuket,2025-04-07,0.1,-6.0,8.2,1.5,,1008.25,16.0,36.5,0.7,0.6,32.0,2.0
Phuket,2025-04-08,0.1,24.0,56.0,1.2,,1009.0,19.0,45.0,0.7,0.6,34.0,4.1
Phuket,2025-04-09,0.1,24.5,62.0,2.4,,1011.0,21.0,51.0,0.7,0.6,32.5,2.0
Phuket,2025-04-10,0.1,24.0,70.0,4.7,,1009.5,19.0,49.0,0.7,0.6,30.0,3.6
Phuket,2025-04-11,0.1,-9.0,8.9,5.2,,1009.7,16.0,41.0,2.5,0.6,24.2,1.0
Rayong,2025-02-19,0.1,,39.9,11.0,16.6,1006.9,33.5,84.0,1.6,2.2,29.1,1.0
Rayong,2025-02-20,0.1,,39.9,11.0,16.6,1006.9,33.5,84.0,1.6,2.2,29.1,1.0
Rayong,2025-02-21,0.1,,8.7,11.0,16.6,1012.0,24.0,68.0,3.5,2.2,28.0,3.0
Rayong,2025-02-22,0.1,,48.2,11.0,16.6,1011.5,24.5,67.5,2.9,2.2,28.85,2.25
Rayong,2025-02-23,0.1,,87.30000000000001,11.0,16.6,1007.25,41.0,102.0,50.9,2.2,25.6,0.75
Rayong,2025-02-24,0.1,,8.9,11.0,16.6,1011.5,21.0,63.0,0.5,2.2,29.7,2.5
Rayong,2025-02-25,0.1,,9.8,11.0,16.6,1012.9,33.0,83.0,99.0,2.2,29.0,2.5
Rayong,2025-02-26,0.1,,30.2,11.0,16.6,1013.0,28.5,74.5,99.0,2.2,28.6,3.6
Rayong,2025-02-27,0.1,,66.0,11.0,16.6,1013.0,41.0,99.0,99.0,2.2,32.0,4.1
Rayong,2025-02-28,0.1,,8.5,11.0,16.6,1009.5,28.0,73.0,99.0,2.2,29.6,0.5
Rayong,2025-03-01,0.1,,47.75,11.0,16.6,1007.75,27.5,73.0,1.1,2.2,27.1,1.0
Rayong,2025-03-02,0.1,,8.1,11.0,16.6,1006.4,28.0,74.0,1.1,2.2,31.7,1.5
Rayong,2025-03-03,0.1,,62.4,11.0,16.6,1003.5,32.0,82.0,1.1,2.2,32.4,1.0
Rayong,2025-03-04,0.1,,8.2,11.0,16.6,1006.4,17.0,55.0,1.1,2.2,31.5,1.0
Rayong,2025-03-05,0.1,,70.0,11.0,16.6,1009.0,22.0,63.0,1.1,2.2,30.0,4.6
Rayong,2025-03-06,0.1,,7.8,11.0,16.6,1007.0,22.0,65.0,1.1,2.2,31.6,2.0
Rayong,2025-03-07,0.1,,8.0,11.0,16.6,1010.7,20.0,60.0,0.4,2.2,30.1,1.5
Rayong,2025-03-08,0.1,,9.0,11.0,16.6,1008.0,24.0,68.0,0.4,2.2,28.7,3.6
Rayong,2025-03-09,0.1,,11.1,11.0,16.6,1008.0,25.0,70.0,0.4,2.2,23.7,2.5
Rayong,2025-03-10,0.1,,8.4,11.0,16.6,1009.4,44.0,104.0,0.4,2.2,33.2,3.6
Rayong,2025-03-11,0.1,,8.3,11.0,16.6,1013.4,41.0,98.0,0.3,2.2,30.2,2.0
Rayong,2025-03-12,0.1,,8.3,11.0,16.6,1013.4,41.0,98.0,0.3,2.2,30.2,2.0
Rayong,2025-03-13,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
Rayong,2025-03-14,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
Rayong,2025-03-15,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
Rayong,2025-03-16,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
Rayong,2025-03-17,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
Rayong,2025-03-18,0.1,,94.8,11.0,16.6,1005.9,29.5,77.0,52.85,2.2,25.5,0.5
Rayong,2025-03-19,0.1,,9.0,11.0,16.6,1008.7,36.0,89.0,6.6,2.2,31.6,3.0
Rayong,2025-03-20,0.1,,45.8,11.0,16.6,1010.1,56.0,138.0,6.6,2.2,29.5,5.6
Rayong,2025-03-21,0.1,,44.0,11.0,16.6,1016.5,53.0,128.0,6.6,2.2,31.5,4.6
Rayong,2025-03-22,0.1,,44.0,11.0,16.6,1016.5,53.0,128.0,6.6,2.2,31.5,4.6
Rayong,2025-03-23,0.1,,30.9,11.0,16.6,1010.25,58.0,145.0,6.6,2.2,30.75,2.55
Rayong,2025-03-24,0.1,,65.1,11.0,16.6,1004.7,51.0,121.0,6.6,2.2,32.2,0.5
Rayong,2025-03-25,0.1,,8.0,11.0,16.6,1004.7,49.0,114.0,6.6,2.2,31.7,1.0
Rayong,2025-03-26,0.1,,8.1,11.0,16.6,1004.5,55.0,134.0,6.6,2.2,31.0,1.0
Rayong,2025-03-27,0.1,,8.1,11.0,16.6,1004.5,55.0,134.0,6.6,2.2,31.0,1.0
Rayong,2025-03-28,0.1,,59.0,11.0,16.6,1007.0,56.0,135.0,6.6,2.2,34.0,5.1
Rayong,2025-03-29,0.1,,63.9,11.0,16.6,1002.5,61.0,124.0,6.6,2.2,32.4,1.0
Rayong,2025-03-30,0.1,,63.9,11.0,16.6,1002.5,61.0,124.0,6.6,2.2,32.4,1.0
Rayong,2025-03-31,0.1,,86.85,11.0,16.6,1007.75,42.0,85.5,1.35,2.2,27.9,1.5
Rayong,2025-04-01,0.1,,76.5,11.0,16.6,1011.5,38.0,97.0,0.5,2.2,31.5,3.0
Rayong,2025-04-02,0.1,,79.1,11.0,16.6,1005.4,31.0,84.0,0.8,2.2,29.6,2.0
Rayong,2025-04-03,0.1,,8.2,11.0,16.6,1009.0,24.0,70.0,2.6,2.2,30.3,1.0
Rayong,2025-04-04,0.1,,74.0,11.0,16.6,1012.0,32.0,78.0,2.6,2.2,32.0,6.1
Rayong,2025-04-05,0.1,,8.2,11.0,16.6,1012.5,39.0,91.0,4.9,2.2,30.5,2.5
Rayong,2025-04-06,0.1,,8.2,11.0,16.6,1012.5,39.0,91.0,4.9,2.2,30.5,2.5
Rayong,2025-04-07,0.1,,38.7,11.0,16.6,1007.6,34.5,69.0,3.75,2.2,30.700000000000003,1.75
Rayong,2025-04-08,0.1,,68.9,11.0,16.6,1006.2,30.0,73.0,2.6,2.2,31.5,1.0
Rayong,2025-04-09,0.1,,66.0,11.0,16.6,1011.0,35.0,92.0,2.6,2.2,33.0,4.6
Rayong,2025-04-10,0.1,,95.9,11.0,16.6,1011.0,20.0,44.0,0.1,2.2,25.5,0.5
Rayong,2025-04-11,0.1,,7.4,11.0,16.6,1004.5,39.0,93.0,99.8,2.2,31.5,1.0
