Timestamp,City,name,lat,lon,co,dew,h,no2,o3,p,pm10,pm25,r,so2,t,w,time
2025-03-02 13:00:24,Ratchaburi,"Regional Environmental Office 8, Thailand (สำนักงานสิ่งแวดล้อมภาคที่ 8 ราชบุรี)",13.5234,99.814082,0.1,-4.7,6.7,2.9,14.6,1008.0,25.0,83.0,99.1,0.6,37.5,1.0,2025-03-02 19:00:00
2025-03-02 13:00:24,Phuket,"Municipal Health Center 1, Phuket, Thailand (ศูนย์บริการสาธารณสุข 1 กองการแพทย์ เทศบาลนครภูเก็ต)",7.884488,98.391283,0.1,-5.6,8.4,2.9,,1008.5,,54.0,99.4,0.6,32.2,2.0,2025-03-02 18:00:00
2025-03-02 13:00:25,Yala,"White Elephant Park, Yala, Thailand (สนามโรงพิธีช้างเผือก ยะลา)",6.546205,101.283137,,-6.1,8.3,,,1007.4,,41.0,99.0,,31.8,1.5,2025-03-02 19:00:00
2025-03-02 13:00:26,Trang,"Polytechnic College, Trang, Thailand (วิทยาลัยสารพัดช่างตรัง)",7.570238,99.588743,0.1,22.2,59.5,0.6,19.4,1007.2,36.0,52.0,0.6,0.6,33.0,3.6,2025-03-02 19:00:00
2025-03-02 13:00:26,Satun,"Phiman, Satun, Satun, Thailand (ต.พิมาน อ.เมือง จ.สตูล)",6.624747,100.066159,0.1,-4.9,7.8,1.8,6.4,1005.5,21.0,53.0,99.7,0.6,34.5,4.6,2025-03-02 19:00:00
2025-03-02 13:00:28,Narathiwat,"City Hall, Narathiwat, Thailand (ศาลากลางจังหวัดนราธิวาส)",6.426853,101.823388,,-6.4,8.3,,,1008.4,,41.0,99.4,,31.3,4.1,2025-03-02 19:00:00
2025-03-02 13:00:28,Prachuap Khiri Khan,"Prachuap Khiri Khan - Gaia Station 10, Thailand",11.80027,99.790596,,-4.8,8.7,,,998.5,19.6,61.0,0.8,,32.7,2.5,2025-03-02 19:00:00
2025-03-02 13:00:29,Saraburi,"Khao Noi Fire Station, Saraburi, Thailand (สถานีดับเพลิงเขาน้อย)",14.526343,100.926047,0.1,-6.1,7.6,9.8,4.4,1009.2,45.0,59.0,,0.6,33.4,1.5,2025-03-02 19:00:00
2025-03-03 13:27:40,Samut Prakan,"City Hall, Samut Prakan, Thailand (ศาลากลางจังหวัดสมุทรปราการ)",13.599149,100.597345,0.1,24.8,59.8,9.3,13.4,1007.5,55.0,88.0,99.1,0.6,33.7,3.0,2025-03-03 20:00:00
2025-03-03 13:27:40,Nakhon Ratchasima,"Municipal Waste Water Pumping Station, Nakhon Ratchasima, Thailand (สถานีสูบน้ำเสีย เทศบาลนครราชสีมา)",14.979537,102.098335,,26.5,56.0,7.5,29.2,986.1,,107.0,99.0,0.6,36.7,1.5,2025-03-03 20:00:00
2025-03-03 13:27:41,Surin,"Pyramid House, Surin, Thailand",14.793612,103.43056,,-4.4,7.7,,,993.0,,,,,35.4,1.5,
2025-03-03 13:27:41,Sakon Nakhon,"Meteorological stations, Sakon Nakhon, Thailand (สถานีอุตุนิยมวิทยาสกลนคร)",17.15662,104.133216,0.1,-5.0,7.3,,26.1,988.7,63.0,129.0,0.4,1.1,35.5,2.5,2025-03-03 19:00:00
2025-03-03 13:27:42,Mueang Khon Kaen,"Khonkaen, Thailand (ส่วนอุทกวิทยา สำนักงานทรัพยากรน้ำภาค 4 ขอนแก่น)",16.44538333,102.83525,,21.0,41.0,,,1008.0,,151.0,,,36.0,2.5,2025-03-03 20:00:00
2025-03-03 13:27:42,Nong Khai,"T.Meechai A.Muang Nongkhai Province, Thailand (ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย)",17.87748,102.728925,0.1,28.0,71.0,1.8,14.2,1008.0,46.0,99.0,,0.6,34.0,1.0,2025-03-03 20:00:00
2025-03-03 13:27:42,Kanchanaburi,"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",14.022376,99.536195,0.1,21.5,39.9,,6.7,1004.7,47.0,54.0,99.2,,37.4,1.0,2025-03-03 20:00:00
2025-03-03 13:27:43,Suphan Buri,"Suphan Buri Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดสุพรรณบุรี)",14.476214,100.086095,0.1,24.7,51.7,4.1,5.2,1007.1,18.0,55.0,99.0,0.6,36.2,3.6,2025-03-03 20:00:00
2025-03-03 13:27:44,Nakhon Sawan,"Nakhonsawan Irrigation , Nakhon Sawan, Thailand (โครงการชลประทานนครสวรรค์)",15.68623,100.110556,0.1,-6.5,7.1,2.4,14.2,1006.7,70.0,79.0,0.6,0.6,33.9,2.5,2025-03-03 19:00:00
2025-03-03 13:27:44,Phitsanulok,"Chom Nan Chaloem Phrakiat Public Park, Thailand (สวนชมน่านเฉลิมพระเกียรติ)",16.820833,100.258056,0.1,24.0,56.0,2.4,17.4,1000.9,40.0,82.0,0.2,0.6,34.0,3.0,2025-03-03 20:00:00
2025-03-03 13:27:45,Lamphun,"Provincial Administrative Stadium, Lamphun, Thailand (สนามกีฬาองค์การบริหารส่วนจังหวัดลำพูน)",18.567194,99.038639,,14.0,34.0,0.6,2.4,1011.0,82.0,85.0,,0.6,31.5,1.2,2025-03-03 19:00:00
2025-03-03 13:27:45,Lampang,"Lampang Meteorological Station, Thailand (สถานีอุตุนิยมวิทยาลำปาง)",18.2783333,99.5064666,0.1,16.7,31.1,1.8,11.5,980.3,75.0,132.0,,0.6,36.5,0.5,2025-03-03 20:00:00
2025-03-03 13:27:46,Phayao,"Knowledge Park, Phayao, Thailand (อุทยานการเรียนรู้กว๊านพะเยา)",19.200226,99.893048,0.1,,53.3,6.4,13.1,976.6,77.0,99.0,,,29.8,1.5,2025-03-03 19:00:00
2025-03-03 13:27:46,Bangkok,Bangkok,13.7563309,100.5017651,0.1,,8.5,1.2,18.6,1010.6,48.0,89.0,99.3,0.6,33.0,3.0,2025-03-03 19:00:00
2025-03-03 13:27:47,Trat,"Trat Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดตราด)",12.234862,102.523721,0.1,24.8,64.7,2.4,15.0,1008.5,40.0,62.0,99.2,0.6,32.3,3.6,2025-03-03 20:00:00
2025-03-03 13:27:47,Nonthaburi,"Sukhothai Thammathirat Open University, Nonthaburi, Thailand (มหาวิทยาลัยสุโขทัยธรรมาธิราช)",13.907861,100.535641,0.1,23.0,52.0,4.7,6.4,1009.0,31.0,72.0,,0.6,34.0,4.6,2025-03-03 20:00:00
2025-03-03 13:27:47,Nan,"Municipality Office, Nan, Thailand (สำนักงานเทศบาลเมืองน่าน)",18.7888833,100.7763166,0.1,-4.7,8.6,1.2,2.0,986.2,67.0,129.0,0.3,0.6,33.0,0.5,2025-03-03 19:00:00
2025-03-03 13:27:48,Ubon Ratchathani,"Nai Mueang,Mueang,Ubon Ratchathani , Thailand (ต.ในเมือง อ.เมือง จ.อุบลราชธานี)",15.245413,104.846219,0.1,23.0,49.0,2.4,9.5,1008.0,78.0,161.0,,0.6,35.0,2.5,2025-03-03 20:00:00
2025-03-03 13:27:50,Samut Sakhon,"Provincial Administrative Organization, Samut Sakhon, Thailand (องค์การบริหารส่วนจังหวัดสมุทรสาคร)",13.5502631,100.2647676,,-5.7,7.5,7.5,2.8,1009.7,33.0,50.0,99.1,6.9,34.1,2.0,2025-03-03 19:00:00
2025-03-03 13:27:53,Chiang Mai,Chiang Mai,18.787747,98.9931284,,,9.8,7.5,14.6,973.7,82.0,79.0,99.0,0.6,32.0,1.0,2025-03-03 19:00:00
2025-03-03 13:27:54,Mueang Chiang Rai,Mueang Chiang Rai,19.9104798,99.840576,0.1,,53.3,0.6,12.7,976.6,38.0,73.0,,,29.8,1.5,2025-03-03 19:00:00
2025-03-03 13:27:55,Ayutthaya,"Ayutthaya Witthayalai School, Ayutthaya, Thailand (โรงเรียนอยุธยาวิทยาลัย)",14.35222,100.565325,0.1,-6.5,7.4,3.5,5.2,1009.4,64.0,74.0,,0.6,33.3,3.0,2025-03-03 19:00:00
2025-03-03 13:27:55,Uttaradit,"72nd Anniversary King Bhumibol Public Park, Uttaradit, Thailand (สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์)",17.631352,100.09896,,-5.8,7.7,2.9,22.9,999.4,54.0,104.0,0.2,0.6,33.4,2.0,2025-03-03 19:00:00
2025-03-03 13:27:55,Rayong,Rayong,12.707434,101.1473517,0.1,,62.4,11.0,16.6,1003.5,32.0,82.0,1.1,2.2,32.4,1.0,2025-03-03 20:00:00
2025-03-03 13:27:56,Pathum Thani,"Bangkok University Rangsit Campus, Pathum Thani, Thailand (มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต)",14.03742,100.605216,0.1,23.0,52.0,3.5,16.6,1009.0,50.0,55.0,,2.2,34.0,4.6,2025-03-03 20:00:00
2025-03-03 13:27:56,Chonburi,"General Education Office, Chonburi, Thailand (สำนักงานสามัญศึกษาชลบุรี)",13.35461667,100.9792167,,26.6,75.3,9.3,6.0,1005.2,33.0,107.0,99.6,1.1,31.5,2.5,2025-03-03 20:00:00
2025-03-03 13:27:57,Nakhon Pathom,"Mueang, Nakhon Pathom, Thailand (ต.นครปฐม อ.เมือง จ.นครปฐม)",13.832076,100.057961,,23.9,49.9,,6.0,1006.6,29.0,79.0,99.3,9.0,36.0,3.0,2025-03-03 20:00:00
2025-03-03 13:27:57,Ratchaburi,"Regional Environmental Office 8, Thailand (สำนักงานสิ่งแวดล้อมภาคที่ 8 ราชบุรี)",13.5234,99.814082,0.1,-4.4,6.9,2.9,17.0,1007.7,25.0,84.0,99.1,0.6,37.5,3.6,2025-03-03 19:00:00
2025-03-03 13:27:57,Phuket,"Municipal Health Center 1, Phuket, Thailand (ศูนย์บริการสาธารณสุข 1 กองการแพทย์ เทศบาลนครภูเก็ต)",7.884488,98.391283,0.1,-5.5,8.1,2.4,,1008.7,,59.0,99.4,0.6,32.9,2.0,2025-03-03 19:00:00
2025-03-03 13:27:58,Yala,"White Elephant Park, Yala, Thailand (สนามโรงพิธีช้างเผือก ยะลา)",6.546205,101.283137,,-6.4,7.9,,,1007.2,,54.0,99.0,,32.1,3.0,2025-03-03 19:00:00
2025-03-03 13:27:59,Trang,"Polytechnic College, Trang, Thailand (วิทยาลัยสารพัดช่างตรัง)",7.570238,99.588743,0.1,22.8,63.5,0.6,19.4,1006.7,28.0,59.0,0.6,0.6,33.5,3.0,2025-03-03 19:00:00
2025-03-03 13:27:59,Satun,"Phiman, Satun, Satun, Thailand (ต.พิมาน อ.เมือง จ.สตูล)",6.624747,100.066159,0.1,-5.1,7.7,1.8,6.4,1005.9,21.0,58.0,99.7,0.6,34.5,2.0,2025-03-03 19:00:00
2025-03-03 13:28:00,Narathiwat,"City Hall, Narathiwat, Thailand (ศาลากลางจังหวัดนราธิวาส)",6.426853,101.823388,,-6.4,7.9,,,1007.2,,54.0,99.0,,32.1,3.0,2025-03-03 19:00:00
2025-03-03 13:28:00,Prachuap Khiri Khan,"Prachuap Khiri Khan - Gaia Station 10, Thailand",11.80027,99.790596,,-4.7,8.0,,,997.7,22.8,70.0,0.8,,34.2,3.6,2025-03-03 20:00:00
2025-03-03 13:28:01,Saraburi,"Khao Noi Fire Station, Saraburi, Thailand (สถานีดับเพลิงเขาน้อย)",14.526343,100.926047,0.1,-6.5,7.4,9.8,4.4,1009.4,49.0,63.0,,0.6,33.3,3.0,2025-03-03 19:00:00
2025-03-04 13:00:06,Samut Prakan,"City Hall, Samut Prakan, Thailand (ศาลากลางจังหวัดสมุทรปราการ)",13.599149,100.597345,0.1,-5.4,8.3,9.3,13.4,1009.5,55.0,86.0,0.1,0.6,32.7,2.0,2025-03-04 19:00:00
2025-03-04 13:00:06,Nakhon Ratchasima,"Municipal Waste Water Pumping Station, Nakhon Ratchasima, Thailand (สถานีสูบน้ำเสีย เทศบาลนครราชสีมา)",14.979537,102.098335,,-4.6,7.9,8.1,25.3,988.3,,101.0,,0.6,34.6,2.0,2025-03-04 19:00:00
2025-03-04 13:00:07,Surin,"Pyramid House, Surin, Thailand",14.793612,103.43056,,-5.5,7.9,,,993.7,,,,,33.5,2.0,
2025-03-04 13:00:07,Sakon Nakhon,"Meteorological stations, Sakon Nakhon, Thailand (สถานีอุตุนิยมวิทยาสกลนคร)",17.15662,104.133216,0.1,-4.9,7.6,,26.5,987.9,53.0,104.0,0.4,1.1,35.0,2.0,2025-03-04 19:00:00
2025-03-04 13:00:07,Mueang Khon Kaen,"Khonkaen, Thailand (ส่วนอุทกวิทยา สำนักงานทรัพยากรน้ำภาค 4 ขอนแก่น)",16.44538333,102.83525,,20.0,43.0,,,1009.0,,149.0,,,34.0,3.0,2025-03-04 19:00:00
2025-03-04 13:00:08,Nong Khai,"T.Meechai A.Muang Nongkhai Province, Thailand (ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย)",17.87748,102.728925,0.1,-4.7,9.0,2.4,10.3,986.9,52.0,118.0,99.1,0.6,32.2,1.0,2025-03-04 19:00:00
2025-03-04 13:00:08,Kanchanaburi,"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",14.022376,99.536195,0.1,-5.1,7.9,,6.7,1006.4,47.0,23.0,0.2,,34.0,2.0,2025-03-04 17:00:00
2025-03-04 13:00:09,Suphan Buri,"Suphan Buri Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดสุพรรณบุรี)",14.476214,100.086095,0.1,-7.7,7.3,4.1,5.2,1009.6,14.0,41.0,99.0,0.6,31.8,4.1,2025-03-04 19:00:00
2025-03-04 13:00:10,Nakhon Sawan,"Nakhonsawan Irrigation , Nakhon Sawan, Thailand (โครงการชลประทานนครสวรรค์)",15.68623,100.110556,0.1,-6.8,7.3,2.9,14.2,1006.0,70.0,59.0,0.6,0.6,33.0,3.6,2025-03-04 19:00:00
2025-03-04 13:00:10,Phitsanulok,"Chom Nan Chaloem Phrakiat Public Park, Thailand (สวนชมน่านเฉลิมพระเกียรติ)",16.820833,100.258056,0.1,-7.7,7.7,2.4,13.4,1003.5,36.0,76.0,2.4,0.6,31.0,4.1,2025-03-04 19:00:00
2025-03-04 13:00:11,Lamphun,"Provincial Administrative Stadium, Lamphun, Thailand (สนามกีฬาองค์การบริหารส่วนจังหวัดลำพูน)",18.567194,99.038639,,12.0,31.0,0.6,2.4,1011.0,82.0,129.0,,0.6,31.0,2.0,2025-03-04 19:00:00
2025-03-04 13:00:11,Lampang,"Lampang Meteorological Station, Thailand (สถานีอุตุนิยมวิทยาลำปาง)",18.2783333,99.5064666,0.1,-3.6,10.4,1.8,11.5,980.1,75.0,155.0,,0.6,31.1,0.5,2025-03-04 19:00:00
2025-03-04 13:00:12,Phayao,"Knowledge Park, Phayao, Thailand (อุทยานการเรียนรู้กว๊านพะเยา)",19.200226,99.893048,0.1,-5.3,11.9,6.4,13.1,964.2,77.0,127.0,,,26.6,2.5,2025-03-04 19:00:00
2025-03-04 13:00:12,Bangkok,Bangkok,13.7563309,100.5017651,0.1,,8.9,0.6,21.3,1010.2,48.0,95.0,0.1,0.6,32.7,1.5,2025-03-04 19:00:00
2025-03-04 13:00:12,Trat,"Trat Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดตราด)",12.234862,102.523721,0.1,-7.0,7.8,0.6,1.2,1006.2,40.0,61.0,99.1,0.6,31.7,1.0,2025-03-04 19:00:00
2025-03-04 13:00:13,Nonthaburi,"Sukhothai Thammathirat Open University, Nonthaburi, Thailand (มหาวิทยาลัยสุโขทัยธรรมาธิราช)",13.907861,100.535641,0.1,20.0,43.0,7.0,6.4,1009.0,29.0,64.0,,0.6,34.0,5.1,2025-03-04 19:00:00
2025-03-04 13:00:13,Nan,"Municipality Office, Nan, Thailand (สำนักงานเทศบาลเมืองน่าน)",18.7888833,100.7763166,0.1,-5.1,9.7,1.2,1.6,986.7,67.0,157.0,0.3,0.6,30.4,0.5,2025-03-04 19:00:00
2025-03-04 13:00:14,Ubon Ratchathani,"Nai Mueang,Mueang,Ubon Ratchathani , Thailand (ต.ในเมือง อ.เมือง จ.อุบลราชธานี)",15.245413,104.846219,0.1,22.0,46.0,2.4,9.5,1009.0,58.0,120.0,,0.6,35.0,3.0,2025-03-04 19:00:00
2025-03-04 13:00:14,Samut Sakhon,"Provincial Administrative Organization, Samut Sakhon, Thailand (องค์การบริหารส่วนจังหวัดสมุทรสาคร)",13.5502631,100.2647676,,-6.6,8.0,7.5,2.8,1010.2,33.0,61.0,99.1,3.7,31.8,1.5,2025-03-04 18:00:00
2025-03-04 13:00:15,Chiang Mai,Chiang Mai,18.787747,98.9931284,,,10.8,7.5,14.6,973.9,82.0,111.0,99.0,0.6,30.3,1.0,2025-03-04 19:00:00
2025-03-04 13:00:15,Mueang Chiang Rai,Mueang Chiang Rai,19.9104798,99.840576,0.1,,50.3,0.6,12.7,976.1,62.0,142.0,,,29.8,0.3,2025-03-04 19:00:00
2025-03-04 13:00:15,Ayutthaya,"Ayutthaya Witthayalai School, Ayutthaya, Thailand (โรงเรียนอยุธยาวิทยาลัย)",14.35222,100.565325,0.1,-6.1,7.9,3.5,5.2,1008.8,64.0,72.0,,0.6,32.6,4.6,2025-03-04 19:00:00
2025-03-04 13:00:16,Uttaradit,"72nd Anniversary King Bhumibol Public Park, Uttaradit, Thailand (สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์)",17.631352,100.09896,,-6.6,8.3,2.4,17.8,999.9,50.0,82.0,0.2,0.6,31.0,3.6,2025-03-04 19:00:00
2025-03-04 13:00:16,Rayong,Rayong,12.707434,101.1473517,0.1,,8.2,11.0,16.6,1006.4,17.0,55.0,1.1,2.2,31.5,1.0,2025-03-04 19:00:00
2025-03-04 13:00:17,Pathum Thani,"Bangkok University Rangsit Campus, Pathum Thani, Thailand (มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต)",14.03742,100.605216,0.1,-5.0,7.6,4.7,14.6,1008.9,48.0,74.0,99.0,1.1,34.7,3.0,2025-03-04 19:00:00
2025-03-04 13:00:17,Chonburi,"General Education Office, Chonburi, Thailand (สำนักงานสามัญศึกษาชลบุรี)",13.35461667,100.9792167,,-4.6,8.3,9.3,6.0,1007.7,33.0,82.0,,1.1,33.7,2.0,2025-03-04 19:00:00
2025-03-04 13:00:17,Nakhon Pathom,"Mueang, Nakhon Pathom, Thailand (ต.นครปฐม อ.เมือง จ.นครปฐม)",13.832076,100.057961,,-6.7,7.5,,6.0,1008.9,30.0,79.0,99.3,9.0,32.6,2.5,2025-03-04 19:00:00
2025-03-04 13:00:18,Ratchaburi,"Regional Environmental Office 8, Thailand (สำนักงานสิ่งแวดล้อมภาคที่ 8 ราชบุรี)",13.5234,99.814082,0.1,-5.6,7.5,2.9,12.3,1008.2,25.0,78.0,99.1,0.6,34.2,1.0,2025-03-04 19:00:00
2025-03-04 13:00:18,Phuket,"Municipal Health Center 1, Phuket, Thailand (ศูนย์บริการสาธารณสุข 1 กองการแพทย์ เทศบาลนครภูเก็ต)",7.884488,98.391283,0.1,-5.3,7.8,2.9,,1007.9,,58.0,,0.6,34.0,1.5,2025-03-04 19:00:00
2025-03-04 13:00:19,Yala,"White Elephant Park, Yala, Thailand (สนามโรงพิธีช้างเผือก ยะลา)",6.546205,101.283137,,-6.7,7.7,,,1006.9,,51.0,99.0,,32.3,2.0,2025-03-04 19:00:00
2025-03-04 13:00:19,Trang,"Polytechnic College, Trang, Thailand (วิทยาลัยสารพัดช่างตรัง)",7.570238,99.588743,0.1,20.8,56.6,0.6,,1006.9,38.0,63.0,0.6,0.6,33.5,1.0,2025-03-04 19:00:00
2025-03-04 13:00:20,Satun,"Phiman, Satun, Satun, Thailand (ต.พิมาน อ.เมือง จ.สตูล)",6.624747,100.066159,0.1,-5.1,7.5,1.8,6.4,1005.4,21.0,59.0,99.7,0.6,34.9,2.5,2025-03-04 19:00:00
2025-03-04 13:00:21,Narathiwat,"City Hall, Narathiwat, Thailand (ศาลากลางจังหวัดนราธิวาส)",6.426853,101.823388,,-6.8,7.9,,,1007.2,,52.0,99.4,,31.6,4.6,2025-03-04 19:00:00
2025-03-04 13:00:21,Prachuap Khiri Khan,"Prachuap Khiri Khan - Gaia Station 10, Thailand",11.80027,99.790596,,24.2,67.6,,,998.0,21.9,69.0,0.8,,30.9,1.5,2025-03-04 18:00:00
2025-03-04 13:00:21,Saraburi,"Khao Noi Fire Station, Saraburi, Thailand (สถานีดับเพลิงเขาน้อย)",14.526343,100.926047,0.1,-6.5,7.8,9.8,4.4,1009.9,43.0,62.0,,0.6,32.3,3.0,2025-03-04 19:00:00
2025-03-05 13:00:07,Samut Prakan,"City Hall, Samut Prakan, Thailand (ศาลากลางจังหวัดสมุทรปราการ)",13.599149,100.597345,0.1,24.0,59.0,9.3,13.4,1009.0,55.0,64.0,,0.6,33.0,4.1,2025-03-05 19:00:00
2025-03-05 13:00:08,Nakhon Ratchasima,"Municipal Waste Water Pumping Station, Nakhon Ratchasima, Thailand (สถานีสูบน้ำเสีย เทศบาลนครราชสีมา)",14.979537,102.098335,,-4.1,8.0,11.0,22.9,988.0,,86.0,,0.6,35.1,1.5,2025-03-05 19:00:00
2025-03-05 13:00:08,Surin,"Pyramid House, Surin, Thailand",14.793612,103.43056,,-5.0,8.2,,,993.5,,,,,33.5,1.0,
2025-03-05 13:00:09,Sakon Nakhon,"Meteorological stations, Sakon Nakhon, Thailand (สถานีอุตุนิยมวิทยาสกลนคร)",17.15662,104.133216,0.1,-4.6,7.9,,26.5,988.4,61.0,123.0,0.4,1.1,34.7,1.0,2025-03-05 19:00:00
2025-03-05 13:00:09,Mueang Khon Kaen,"Khonkaen, Thailand (ส่วนอุทกวิทยา สำนักงานทรัพยากรน้ำภาค 4 ขอนแก่น)",16.44538333,102.83525,,-4.8,7.6,,,986.5,,121.0,1.5,,35.0,1.5,2025-03-05 19:00:00
2025-03-05 13:00:11,Nong Khai,"T.Meechai A.Muang Nongkhai Province, Thailand (ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย)",17.87748,102.728925,0.1,28.0,79.0,1.8,13.8,1008.0,63.0,142.0,,0.6,32.0,2.0,2025-03-05 19:00:00
2025-03-05 13:00:12,Kanchanaburi,"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",14.022376,99.536195,0.1,-4.6,7.7,,6.7,1005.6,47.0,78.0,0.2,,35.0,1.5,2025-03-05 19:00:00
2025-03-05 13:00:12,Suphan Buri,"Suphan Buri Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดสุพรรณบุรี)",14.476214,100.086095,0.1,-6.8,7.7,4.1,5.2,1009.2,13.0,38.0,,0.6,32.1,3.6,2025-03-05 19:00:00
2025-03-05 13:00:14,Nakhon Sawan,"Nakhonsawan Irrigation , Nakhon Sawan, Thailand (โครงการชลประทานนครสวรรค์)",15.68623,100.110556,0.1,-5.6,7.5,4.1,14.2,1005.5,70.0,63.0,,0.6,34.2,2.5,2025-03-05 19:00:00
2025-03-05 13:00:15,Phitsanulok,"Chom Nan Chaloem Phrakiat Public Park, Thailand (สวนชมน่านเฉลิมพระเกียรติ)",16.820833,100.258056,0.1,23.0,55.0,3.5,11.1,1008.0,52.0,95.0,,1.1,33.0,2.0,2025-03-05 19:00:00
2025-03-05 13:00:16,Lamphun,"Provincial Administrative Stadium, Lamphun, Thailand (สนามกีฬาองค์การบริหารส่วนจังหวัดลำพูน)",18.567194,99.038639,,13.0,31.0,0.6,6.4,1010.0,82.0,152.0,,0.6,32.0,3.0,2025-03-05 19:00:00
2025-03-05 13:00:17,Lampang,"Lampang Meteorological Station, Thailand (สถานีอุตุนิยมวิทยาลำปาง)",18.2783333,99.5064666,0.1,,57.0,1.8,11.5,1005.7,75.0,162.0,,0.6,30.0,1.0,2025-03-05 19:00:00
2025-03-05 13:00:18,Phayao,"Knowledge Park, Phayao, Thailand (อุทยานการเรียนรู้กว๊านพะเยา)",19.200226,99.893048,0.1,,49.0,6.4,13.1,975.5,77.0,168.0,,,29.1,0.5,2025-03-05 19:00:00
2025-03-05 13:00:18,Bangkok,Bangkok,13.7563309,100.5017651,0.1,,59.0,0.6,18.2,1010.0,42.0,84.0,99.4,0.6,35.0,4.1,2025-03-05 19:00:00
2025-03-05 13:00:19,Trat,"Trat Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดตราด)",12.234862,102.523721,0.1,25.0,74.0,1.2,0.8,1010.0,40.0,54.0,,0.6,30.0,2.5,2025-03-05 19:00:00
2025-03-05 13:00:20,Nonthaburi,"Sukhothai Thammathirat Open University, Nonthaburi, Thailand (มหาวิทยาลัยสุโขทัยธรรมาธิราช)",13.907861,100.535641,0.1,23.0,49.0,6.4,6.4,1008.0,34.0,68.0,,0.6,35.0,3.6,2025-03-05 19:00:00
2025-03-05 13:00:20,Nan,"Municipality Office, Nan, Thailand (สำนักงานเทศบาลเมืองน่าน)",18.7888833,100.7763166,0.1,-5.6,9.5,1.2,2.0,986.2,67.0,165.0,0.3,0.6,30.1,0.5,2025-03-05 19:00:00
2025-03-05 13:00:21,Ubon Ratchathani,"Nai Mueang,Mueang,Ubon Ratchathani , Thailand (ต.ในเมือง อ.เมือง จ.อุบลราชธานี)",15.245413,104.846219,0.1,23.0,52.0,1.8,9.5,1009.0,61.0,131.0,,0.6,34.0,3.0,2025-03-05 19:00:00
2025-03-05 13:00:22,Samut Sakhon,"Provincial Administrative Organization, Samut Sakhon, Thailand (องค์การบริหารส่วนจังหวัดสมุทรสาคร)",13.5502631,100.2647676,,24.0,59.0,7.5,2.8,1009.0,33.0,22.0,,5.8,33.0,4.1,2025-03-05 19:00:00
2025-03-05 13:00:22,Chiang Mai,Chiang Mai,18.787747,98.9931284,,,31.0,7.5,14.6,1010.0,82.0,130.0,,0.6,32.0,3.0,2025-03-05 19:00:00
2025-03-05 13:00:23,Mueang Chiang Rai,Mueang Chiang Rai,19.9104798,99.840576,0.1,,49.0,0.6,12.7,975.5,67.0,152.0,,,29.1,0.5,2025-03-05 19:00:00
2025-03-05 13:00:26,Ayutthaya,"Ayutthaya Witthayalai School, Ayutthaya, Thailand (โรงเรียนอยุธยาวิทยาลัย)",14.35222,100.565325,0.1,-6.8,7.7,3.5,5.2,1009.2,64.0,69.0,,0.6,32.1,3.6,2025-03-05 19:00:00
2025-03-05 13:00:27,Uttaradit,"72nd Anniversary King Bhumibol Public Park, Uttaradit, Thailand (สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์)",17.631352,100.09896,,-6.0,8.6,2.9,19.8,999.2,45.0,77.0,,0.6,31.2,0.5,2025-03-05 19:00:00
2025-03-05 13:00:27,Rayong,Rayong,12.707434,101.1473517,0.1,,70.0,11.0,16.6,1009.0,22.0,63.0,,2.2,30.0,4.6,2025-03-05 19:00:00
2025-03-05 13:00:28,Pathum Thani,"Bangkok University Rangsit Campus, Pathum Thani, Thailand (มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต)",14.03742,100.605216,0.1,23.0,49.0,6.4,14.6,1008.0,42.0,61.0,,0.6,35.0,3.6,2025-03-05 19:00:00
2025-03-05 13:00:29,Chonburi,"General Education Office, Chonburi, Thailand (สำนักงานสามัญศึกษาชลบุรี)",13.35461667,100.9792167,,24.0,59.0,9.3,6.0,1009.0,33.0,62.0,,1.1,33.0,4.1,2025-03-05 19:00:00
