feature,Major,Peripheral
pm25_lag1,0.6333831122273081,0.7354907540699241
pm25_lag2,0.12311672591510128,0.03784344275276601
pm25_lag3,-0.043026593409190884,-0.009447887075181514
pm25_lag4,0.040260346538248726,-0.016954468693213397
pm25_lag5,-0.0685265498397315,-0.012654777288147151
