,City,time,co,dew,h,no2,o3,p,pm10,pm25,r,so2,t,w
1129,Ratchaburi,2025-03-28,0.1,12.0,24.0,2.9,10.7,1007.0,25.0,97.0,99.1,0.6,35.0,2.5
1130,Ratchaburi,2025-03-29,0.1,22.0,44.9,2.9,10.7,1006.8,25.0,120.0,99.1,0.6,35.8,2.5
1131,Ratchaburi,2025-03-30,0.1,22.0,44.9,2.9,10.7,1006.8,25.0,120.0,99.1,0.6,35.8,2.5
1132,Ratchaburi,2025-03-31,0.1,24.4,71.15,2.9,10.7,1009.4,25.0,84.0,99.1,0.6,30.200000000000003,1.5
1133,Ratchaburi,2025-04-01,0.1,24.0,62.0,2.9,10.7,1011.0,25.0,68.0,99.1,0.6,32.0,2.5
1134,Ratchaburi,2025-04-02,0.1,24.6,68.8,2.9,10.7,1010.3,25.0,87.0,0.3,0.6,31.0,2.5
1135,Ratchaburi,2025-04-03,0.1,-7.0,8.0,2.9,10.7,1013.5,25.0,55.0,0.3,0.6,31.2,1.5
1136,Ratchaburi,2025-04-04,0.1,-5.7,7.5,2.9,10.7,1011.7,25.0,86.0,0.3,0.6,34.0,2.5
1137,Ratchaburi,2025-04-05,0.1,-4.8,7.8,2.9,10.7,1010.5,25.0,66.0,99.0,0.6,34.7,3.0
1138,Ratchaburi,2025-04-06,0.1,-4.8,7.8,2.9,10.7,1010.5,25.0,66.0,99.0,0.6,34.7,3.0
1139,Ratchaburi,2025-04-07,0.1,-7.15,8.05,2.9,10.7,1009.3,25.0,65.0,49.65,0.6,30.95,3.05
1140,Ratchaburi,2025-04-08,0.1,23.6,49.8,2.9,10.7,1011.0,25.0,78.0,99.5,0.6,35.7,4.1
1141,Ratchaburi,2025-04-09,0.1,24.0,53.0,2.9,10.7,1011.0,25.0,111.0,99.5,0.6,35.0,2.5
1142,Ratchaburi,2025-04-10,0.1,-5.1,7.7,2.9,10.7,1008.5,25.0,86.0,99.0,0.6,34.5,1.5
1143,Ratchaburi,2025-04-11,0.1,-4.9,7.6,2.9,10.7,1007.2,25.0,76.0,99.0,0.6,35.0,2.0
1144,Rayong,2025-02-19,0.1,,39.9,11.0,16.6,1006.9000000000001,33.5,84.0,1.5999999999999999,2.2,29.1,1.0
1145,Rayong,2025-02-20,0.1,,39.9,11.0,16.6,1006.9000000000001,33.5,84.0,1.5999999999999999,2.2,29.1,1.0
1146,Rayong,2025-02-21,0.1,,8.7,11.0,16.6,1012.0,24.0,68.0,3.5,2.2,28.0,3.0
1147,Rayong,2025-02-22,0.1,,48.2,11.0,16.6,1011.5,24.5,67.5,2.9,2.2,28.85,2.25
1148,Rayong,2025-02-23,0.1,,87.30000000000001,11.0,16.6,1007.25,41.0,102.0,50.9,2.2,25.6,0.75
1149,Rayong,2025-02-24,0.1,,8.9,11.0,16.6,1011.5,21.0,63.0,0.5,2.2,29.7,2.5
1150,Rayong,2025-02-25,0.1,,9.8,11.0,16.6,1012.9,33.0,83.0,99.0,2.2,29.0,2.5
1151,Rayong,2025-02-26,0.1,,30.2,11.0,16.6,1013.0,28.5,74.5,99.0,2.2,28.6,3.6
1152,Rayong,2025-02-27,0.1,,66.0,11.0,16.6,1013.0,41.0,99.0,99.0,2.2,32.0,4.1
1153,Rayong,2025-02-28,0.1,,8.5,11.0,16.6,1009.5,28.0,73.0,99.0,2.2,29.6,0.5
1154,Rayong,2025-03-01,0.1,,47.75,11.0,16.6,1007.75,27.5,73.0,1.1,2.2,27.1,1.0
1155,Rayong,2025-03-02,0.1,,8.1,11.0,16.6,1006.4,28.0,74.0,1.1,2.2,31.7,1.5
1156,Rayong,2025-03-03,0.1,,62.4,11.0,16.6,1003.5,32.0,82.0,1.1,2.2,32.4,1.0
1157,Rayong,2025-03-04,0.1,,8.2,11.0,16.6,1006.4,17.0,55.0,1.1,2.2,31.5,1.0
1158,Rayong,2025-03-05,0.1,,70.0,11.0,16.6,1009.0,22.0,63.0,1.1,2.2,30.0,4.6
1159,Rayong,2025-03-06,0.1,,7.8,11.0,16.6,1007.0,22.0,65.0,1.1,2.2,31.6,2.0
1160,Rayong,2025-03-07,0.1,,8.0,11.0,16.6,1010.7,20.0,60.0,0.4,2.2,30.1,1.5
1161,Rayong,2025-03-08,0.1,,9.0,11.0,16.6,1008.0,24.0,68.0,0.4,2.2,28.7,3.6
1162,Rayong,2025-03-09,0.1,,11.1,11.0,16.6,1008.0,25.0,70.0,0.4,2.2,23.7,2.5
1163,Rayong,2025-03-10,0.1,,8.4,11.0,16.6,1009.4,44.0,104.0,0.4,2.2,33.2,3.6
1164,Rayong,2025-03-11,0.1,,8.3,11.0,16.6,1013.4,41.0,98.0,0.3,2.2,30.2,2.0
1165,Rayong,2025-03-12,0.1,,8.3,11.0,16.6,1013.4,41.0,98.0,0.3,2.2,30.2,2.0
1166,Rayong,2025-03-13,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
1167,Rayong,2025-03-14,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
1168,Rayong,2025-03-15,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
1169,Rayong,2025-03-16,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
1170,Rayong,2025-03-17,0.1,,33.05,11.0,16.6,1006.75,25.0,69.5,2.3,2.2,31.5,2.25
1171,Rayong,2025-03-18,0.1,,94.8,11.0,16.6,1005.9,29.5,77.0,52.849999999999994,2.2,25.5,0.5
1172,Rayong,2025-03-19,0.1,,9.0,11.0,16.6,1008.7,36.0,89.0,6.6,2.2,31.6,3.0
1173,Rayong,2025-03-20,0.1,,45.8,11.0,16.6,1010.1,56.0,138.0,6.6,2.2,29.5,5.6
1174,Rayong,2025-03-21,0.1,,44.0,11.0,16.6,1016.5,53.0,128.0,6.6,2.2,31.5,4.6
1175,Rayong,2025-03-22,0.1,,44.0,11.0,16.6,1016.5,53.0,128.0,6.6,2.2,31.5,4.6
1176,Rayong,2025-03-23,0.1,,30.9,11.0,16.6,1010.25,58.0,145.0,6.6,2.2,30.75,2.55
1177,Rayong,2025-03-24,0.1,,65.1,11.0,16.6,1004.7,51.0,121.0,6.6,2.2,32.2,0.5
1178,Rayong,2025-03-25,0.1,,8.0,11.0,16.6,1004.7,49.0,114.0,6.6,2.2,31.7,1.0
1179,Rayong,2025-03-26,0.1,,8.1,11.0,16.6,1004.5,55.0,134.0,6.6,2.2,31.0,1.0
1180,Rayong,2025-03-27,0.1,,8.1,11.0,16.6,1004.5,55.0,134.0,6.6,2.2,31.0,1.0
1181,Rayong,2025-03-28,0.1,,59.0,11.0,16.6,1007.0,56.0,135.0,6.6,2.2,34.0,5.1
1182,Rayong,2025-03-29,0.1,,63.9,11.0,16.6,1002.5,61.0,124.0,6.6,2.2,32.4,1.0
1183,Rayong,2025-03-30,0.1,,63.9,11.0,16.6,1002.5,61.0,124.0,6.6,2.2,32.4,1.0
1184,Rayong,2025-03-31,0.1,,86.85,11.0,16.6,1007.75,42.0,85.5,1.35,2.2,27.9,1.5
1185,Rayong,2025-04-01,0.1,,76.5,11.0,16.6,1011.5,38.0,97.0,0.5,2.2,31.5,3.0
1186,Rayong,2025-04-02,0.1,,79.1,11.0,16.6,1005.4,31.0,84.0,0.8,2.2,29.6,2.0
1187,Rayong,2025-04-03,0.1,,8.2,11.0,16.6,1009.0,24.0,70.0,2.6,2.2,30.3,1.0
1188,Rayong,2025-04-04,0.1,,74.0,11.0,16.6,1012.0,32.0,78.0,2.6,2.2,32.0,6.1
1189,Rayong,2025-04-05,0.1,,8.2,11.0,16.6,1012.5,39.0,91.0,4.9,2.2,30.5,2.5
1190,Rayong,2025-04-06,0.1,,8.2,11.0,16.6,1012.5,39.0,91.0,4.9,2.2,30.5,2.5
1191,Rayong,2025-04-07,0.1,,38.7,11.0,16.6,1007.6,34.5,69.0,3.75,2.2,30.700000000000003,1.75
1192,Rayong,2025-04-08,0.1,,68.9,11.0,16.6,1006.2,30.0,73.0,2.6,2.2,31.5,1.0
1193,Rayong,2025-04-09,0.1,,66.0,11.0,16.6,1011.0,35.0,92.0,2.6,2.2,33.0,4.6
1194,Rayong,2025-04-10,0.1,,95.9,11.0,16.6,1011.0,20.0,44.0,0.1,2.2,25.5,0.5
1195,Rayong,2025-04-11,0.1,,7.4,11.0,16.6,1004.5,39.0,93.0,99.8,2.2,31.5,1.0
1196,Sakon Nakhon,2025-02-19,0.1,5.6000000000000005,32.35,,18.75,992.85,43.0,65.5,99.0,1.1,28.049999999999997,1.25
1197,Sakon Nakhon,2025-02-20,0.1,5.6000000000000005,32.35,,18.75,992.85,43.0,65.5,99.0,1.1,28.049999999999997,1.25
1198,Sakon Nakhon,2025-02-21,0.1,-7.2,13.4,,13.4,995.4,40.0,46.0,99.0,1.1,22.1,0.5
1199,Sakon Nakhon,2025-02-22,0.1,5.75,37.3,,14.85,1007.0,28.5,51.0,99.0,1.1,26.15,2.55
1200,Sakon Nakhon,2025-02-23,0.1,6.6000000000000005,31.75,,17.8,996.2,36.5,50.0,99.0,1.35,29.4,2.25
1201,Sakon Nakhon,2025-02-24,0.1,-4.5,12.2,,13.1,1005.1,31.0,41.0,99.0,1.1,27.1,2.0
1202,Sakon Nakhon,2025-02-25,0.1,16.4,55.5,,16.6,999.1,32.0,51.0,99.0,1.1,26.0,1.0
1203,Sakon Nakhon,2025-02-26,0.1,6.250000000000001,52.75,,11.100000000000001,999.7,26.0,27.0,99.15,1.1,21.9,0.5
1204,Sakon Nakhon,2025-02-27,0.1,-5.5,10.6,,20.1,996.7,26.0,48.0,99.0,1.1,28.2,1.5
1205,Sakon Nakhon,2025-02-28,0.1,-3.6,8.7,,22.5,989.5,45.0,95.0,99.3,1.1,34.2,1.0
1206,Sakon Nakhon,2025-03-01,0.1,-5.45,9.45,,14.25,988.55,42.5,104.0,99.15,1.1,30.700000000000003,1.75
1207,Sakon Nakhon,2025-03-02,0.1,-4.7,8.0,,37.1,989.7,78.0,166.0,99.0,1.1,34.2,1.5
1208,Sakon Nakhon,2025-03-03,0.1,-5.0,7.3,,26.1,988.7,63.0,129.0,0.4,1.1,35.5,2.5
1209,Sakon Nakhon,2025-03-04,0.1,-4.9,7.6,,26.5,987.9,53.0,104.0,0.4,1.1,35.0,2.0
1210,Sakon Nakhon,2025-03-05,0.1,-4.6,7.9,,26.5,988.4,61.0,123.0,0.4,1.1,34.7,1.0
1211,Sakon Nakhon,2025-03-06,0.1,-5.1,9.2,,26.5,995.8,59.0,83.0,99.0,1.1,31.2,3.6
1212,Sakon Nakhon,2025-03-07,0.1,-6.2,14.3,,26.5,995.9,24.0,27.0,0.5,1.1,22.3,3.0
1213,Sakon Nakhon,2025-03-08,0.1,-7.5,14.3,,26.5,997.2,26.0,42.0,0.2,1.1,20.7,3.0
1214,Sakon Nakhon,2025-03-09,0.1,-8.2,14.9,,26.5,996.5,10.0,23.0,0.2,1.1,19.2,1.5
1215,Sakon Nakhon,2025-03-10,0.1,18.0,54.9,,26.5,996.9,22.0,10.0,0.2,1.1,27.9,1.0
1216,Sakon Nakhon,2025-03-11,0.1,-5.3,9.5,,26.5,994.0,10.0,12.0,0.2,1.1,30.5,1.0
1217,Sakon Nakhon,2025-03-12,0.1,-5.3,9.5,,26.5,994.0,10.0,12.0,0.2,1.1,30.5,1.0
1218,Sakon Nakhon,2025-03-13,0.1,7.199999999999999,26.2,,26.5,988.95,34.0,78.5,0.55,1.1,32.05,1.25
1219,Sakon Nakhon,2025-03-14,0.1,7.199999999999999,26.2,,26.5,988.95,34.0,78.5,0.55,1.1,32.05,1.25
1220,Sakon Nakhon,2025-03-15,0.1,7.199999999999999,26.2,,26.5,988.95,34.0,78.5,0.55,1.1,32.05,1.25
1221,Sakon Nakhon,2025-03-16,0.1,22.3,80.1,,26.5,992.1,56.0,101.0,0.9,1.1,26.0,2.5
1222,Sakon Nakhon,2025-03-17,0.1,22.3,80.1,,26.5,992.1,56.0,101.0,0.9,1.1,26.0,2.5
1223,Sakon Nakhon,2025-03-18,0.1,4.8500000000000005,45.4,,26.5,994.8,28.0,53.5,0.9,1.1,22.15,3.3
1224,Sakon Nakhon,2025-03-19,0.1,-4.3,13.1,,26.5,997.9,51.0,104.0,0.9,1.1,26.2,1.5
1225,Sakon Nakhon,2025-03-20,0.1,8.8,31.0,,26.5,998.6,41.0,94.0,0.9,1.1,27.4,3.0
1226,Sakon Nakhon,2025-03-21,0.1,-3.6,14.6,,26.5,1001.4,36.0,99.0,0.9,1.1,25.2,3.0
1227,Sakon Nakhon,2025-03-22,0.1,-3.6,14.6,,26.5,1001.4,36.0,99.0,0.9,1.1,25.2,3.0
1228,Sakon Nakhon,2025-03-23,0.1,-4.6,10.899999999999999,,26.5,990.0,44.5,97.5,0.9,1.1,28.95,0.75
1229,Sakon Nakhon,2025-03-24,0.1,16.9,35.4,,26.5,990.1,52.0,130.0,0.9,1.1,34.4,2.0
1230,Sakon Nakhon,2025-03-25,0.1,-4.2,9.8,,26.5,992.2,52.0,139.0,0.9,1.1,31.4,1.5
1231,Sakon Nakhon,2025-03-26,0.1,-4.3,8.1,,26.5,989.2,67.0,153.0,0.9,1.1,34.7,1.5
1232,Sakon Nakhon,2025-03-27,0.1,-4.5,7.6,,26.5,985.7,69.0,152.0,0.9,1.1,35.5,2.0
1233,Sakon Nakhon,2025-03-28,0.1,15.0,27.0,,26.5,1007.0,55.0,97.0,0.9,1.1,37.0,3.6
1234,Sakon Nakhon,2025-03-29,0.1,-5.1,7.6,,26.5,989.5,71.0,122.0,0.9,1.1,34.7,2.5
1235,Sakon Nakhon,2025-03-30,0.1,-5.1,7.6,,26.5,989.5,71.0,122.0,0.9,1.1,34.7,2.5
1236,Sakon Nakhon,2025-03-31,0.1,16.549999999999997,62.099999999999994,,26.5,993.7,16.0,42.0,99.3,1.1,24.35,3.05
1237,Sakon Nakhon,2025-04-01,0.1,13.0,44.0,,26.5,1015.0,14.0,50.0,99.3,1.1,26.0,3.6
1238,Sakon Nakhon,2025-04-02,0.1,13.2,35.8,,26.5,991.9,41.0,92.0,99.3,1.1,30.0,2.0
1239,Sakon Nakhon,2025-04-03,0.1,-3.8,11.1,,26.5,994.1,52.0,104.0,99.3,1.1,29.7,2.5
1240,Sakon Nakhon,2025-04-04,0.1,-5.4,9.2,,26.5,996.5,43.0,100.0,99.3,1.1,30.8,1.0
1241,Sakon Nakhon,2025-04-05,0.1,-4.6,8.0,,26.5,991.2,78.0,159.0,99.3,1.1,34.5,1.0
1242,Sakon Nakhon,2025-04-06,0.1,-4.6,8.0,,26.5,991.2,78.0,159.0,99.3,1.1,34.5,1.0
1243,Sakon Nakhon,2025-04-07,0.1,-5.75,8.75,,26.5,991.2,41.5,80.0,0.1,1.1,31.25,1.0
1244,Sakon Nakhon,2025-04-08,0.1,22.8,45.4,,26.5,991.1,39.0,83.0,0.1,1.1,36.5,1.5
1245,Sakon Nakhon,2025-04-09,0.1,22.6,53.0,,26.5,990.7,64.0,132.0,99.3,1.1,33.5,2.0
1246,Sakon Nakhon,2025-04-10,0.1,-6.2,8.7,,26.5,990.4,31.0,59.0,0.1,1.1,30.7,1.5
1247,Sakon Nakhon,2025-04-11,0.1,-5.9,8.1,,26.5,988.5,29.0,65.0,0.1,1.1,32.5,5.1
1248,Samut Prakan,2025-02-19,0.1,8.850000000000001,38.5,9.3,13.4,1011.0,55.0,96.0,0.6,0.6,30.85,1.0
1249,Samut Prakan,2025-02-20,0.1,8.850000000000001,38.5,9.3,13.4,1011.0,55.0,96.0,0.6,0.6,30.85,1.0
1250,Samut Prakan,2025-02-21,0.1,-7.5,9.2,9.3,13.4,1011.0,55.0,115.0,0.6,0.6,28.0,1.0
1251,Samut Prakan,2025-02-22,0.10000000000000002,14.200000000000001,58.1,9.3,13.4,1013.5,55.0,102.0,0.7999999999999999,0.6,28.900000000000002,2.6
1252,Samut Prakan,2025-02-23,0.1,9.850000000000001,38.15,9.3,13.4,1012.25,55.0,140.5,1.2,0.6,31.95,2.8
1253,Samut Prakan,2025-02-24,0.1,-5.8,9.2,9.3,13.4,1016.5,55.0,81.0,99.0,0.6,30.3,1.0
1254,Samut Prakan,2025-02-25,0.1,-5.3,10.3,9.3,13.4,1017.2,55.0,93.0,1.0,0.6,29.0,1.5
1255,Samut Prakan,2025-02-26,0.1,6.0,30.15,9.3,13.4,1015.75,55.0,99.5,0.1,0.6,27.4,1.75
1256,Samut Prakan,2025-02-27,0.1,19.0,43.0,9.3,13.4,1014.0,55.0,111.0,0.1,0.6,33.0,3.6
1257,Samut Prakan,2025-02-28,0.1,-5.5,8.4,9.3,13.4,1013.2,55.0,112.0,0.1,0.6,32.4,3.0
1258,Samut Prakan,2025-03-01,0.1,-6.5,8.4,9.3,13.4,1010.6,55.0,89.0,0.1,0.6,31.0,2.55
1259,Samut Prakan,2025-03-02,0.1,-5.7,8.0,9.3,13.4,1010.0,55.0,83.0,0.1,0.6,33.0,2.0
1260,Samut Prakan,2025-03-03,0.1,24.8,59.8,9.3,13.4,1007.5,55.0,88.0,99.1,0.6,33.7,3.0
1261,Samut Prakan,2025-03-04,0.1,-5.4,8.3,9.3,13.4,1009.5,55.0,86.0,0.1,0.6,32.7,2.0
1262,Samut Prakan,2025-03-05,0.1,24.0,59.0,9.3,13.4,1009.0,55.0,64.0,0.1,0.6,33.0,4.1
1263,Samut Prakan,2025-03-06,0.1,-5.9,8.3,9.3,13.4,1010.5,55.0,75.0,0.1,0.6,32.0,4.6
1264,Samut Prakan,2025-03-07,0.1,-6.1,8.3,9.3,13.4,1009.9,55.0,79.0,0.1,0.6,31.7,2.0
1265,Samut Prakan,2025-03-08,0.1,-6.1,9.9,9.3,13.4,1012.5,55.0,86.0,0.4,0.6,28.6,4.1
1266,Samut Prakan,2025-03-09,0.1,-6.6,11.6,9.3,13.4,1012.2,55.0,104.0,0.4,0.6,25.3,2.0
1267,Samut Prakan,2025-03-10,0.1,-4.0,8.5,9.3,13.4,1013.2,55.0,106.0,0.4,0.6,34.2,4.1
1268,Samut Prakan,2025-03-11,0.1,-4.7,8.4,9.3,13.4,1012.2,55.0,94.0,0.4,0.6,33.5,2.5
1269,Samut Prakan,2025-03-12,0.1,23.2,53.4,9.3,13.4,1005.5,55.0,81.0,0.4,0.6,34.0,1.5
1270,Samut Prakan,2025-03-13,0.1,-8.1,9.0,9.3,13.4,1010.5,55.0,86.0,1.1,0.6,27.7,0.5
1271,Samut Prakan,2025-03-14,0.1,-8.1,9.0,9.3,13.4,1010.5,55.0,86.0,1.1,0.6,27.7,0.5
1272,Samut Prakan,2025-03-15,0.1,-8.1,9.0,9.3,13.4,1010.5,55.0,86.0,1.1,0.6,27.7,0.5
1273,Samut Prakan,2025-03-16,0.1,25.7,85.3,9.3,13.4,1010.4,55.0,83.0,0.8,0.6,28.4,1.5
1274,Samut Prakan,2025-03-17,0.1,25.7,85.3,9.3,13.4,1010.4,55.0,83.0,0.8,0.6,28.4,1.5
1275,Samut Prakan,2025-03-18,0.1,10.3,49.0,9.3,13.4,1009.5999999999999,55.0,78.0,0.65,0.6,30.5,2.0
1276,Samut Prakan,2025-03-19,0.1,-3.8,9.1,9.3,13.4,1012.7,55.0,114.0,0.8,0.6,33.2,5.6
1277,Samut Prakan,2025-03-20,0.1,14.8,39.7,9.3,13.4,1016.0,55.0,133.0,0.8,0.6,30.0,2.0
1278,Samut Prakan,2025-03-21,0.1,14.0,42.0,9.3,13.4,1018.5,55.0,150.0,0.8,0.6,28.0,5.9
1279,Samut Prakan,2025-03-22,0.1,14.0,42.0,9.3,13.4,1018.5,55.0,150.0,0.8,0.6,28.0,5.9
1280,Samut Prakan,2025-03-23,0.1,5.6,20.45,9.3,13.4,1012.05,55.0,154.5,0.8,0.6,33.75,1.5
1281,Samut Prakan,2025-03-24,0.1,24.1,53.3,9.3,13.4,1008.9,55.0,150.0,0.8,0.6,35.0,1.5
1282,Samut Prakan,2025-03-25,0.1,-5.9,7.8,9.3,13.4,1007.9,55.0,142.0,0.8,0.6,33.2,2.5
1283,Samut Prakan,2025-03-26,0.1,-6.0,7.8,9.3,13.4,1006.5,55.0,129.0,0.8,0.6,33.0,3.0
1284,Samut Prakan,2025-03-27,0.1,-5.8,8.0,9.3,13.4,1006.7,55.0,122.0,0.8,0.6,32.7,3.6
1285,Samut Prakan,2025-03-28,0.1,13.0,25.0,9.3,13.4,1006.0,55.0,144.0,0.8,0.6,36.0,1.5
1286,Samut Prakan,2025-03-29,0.1,23.7,52.9,9.3,13.4,1007.4,55.0,134.0,0.8,0.6,34.7,2.5
1287,Samut Prakan,2025-03-30,0.1,23.7,52.9,9.3,13.4,1007.4,55.0,134.0,0.8,0.6,34.7,2.5
1288,Samut Prakan,2025-03-31,0.1,26.200000000000003,81.85,9.3,13.4,1009.55,55.0,105.0,0.6000000000000001,0.6,29.65,2.0
1289,Samut Prakan,2025-04-01,0.1,22.0,55.0,9.3,13.4,1012.0,55.0,116.0,0.4,0.6,32.0,2.5
1290,Samut Prakan,2025-04-02,0.1,20.0,45.2,9.3,13.4,1010.6,55.0,114.0,0.4,0.6,33.5,1.5
1291,Samut Prakan,2025-04-03,0.1,21.0,49.0,9.3,13.4,1013.0,55.0,108.0,0.4,0.6,33.0,3.0
1292,Samut Prakan,2025-04-04,0.1,23.0,55.0,9.3,13.4,1012.0,55.0,76.0,0.4,0.6,33.0,3.0
1293,Samut Prakan,2025-04-05,0.1,-6.2,8.3,9.3,13.4,1011.5,55.0,74.0,0.1,0.6,31.6,2.0
1294,Samut Prakan,2025-04-06,0.1,-6.2,8.3,9.3,13.4,1011.5,55.0,74.0,0.1,0.6,31.6,2.0
1295,Samut Prakan,2025-04-07,0.1,-7.3500000000000005,8.15,9.3,13.4,1009.8,55.0,89.0,0.1,0.6,30.4,2.0
1296,Samut Prakan,2025-04-08,0.1,27.0,67.4,9.3,13.4,1010.4,55.0,87.0,1.9,0.6,33.9,3.0
1297,Samut Prakan,2025-04-09,0.1,23.0,52.0,9.3,13.4,1011.0,55.0,79.0,1.9,0.6,34.0,5.1
1298,Samut Prakan,2025-04-10,0.1,-5.2,7.7,9.3,13.4,1009.2,55.0,88.0,0.7,0.6,34.2,1.0
1299,Samut Prakan,2025-04-11,0.1,-5.5,7.8,9.3,13.4,1008.0,55.0,107.0,0.7,0.6,33.7,2.0
1300,Samut Sakhon,2025-02-19,,9.05,40.95,7.5,2.8,1010.8499999999999,33.0,57.0,2.0,0.6,30.6,1.5
1301,Samut Sakhon,2025-02-20,,9.05,40.95,7.5,2.8,1010.8499999999999,33.0,57.0,2.0,0.6,30.6,1.5
1302,Samut Sakhon,2025-02-21,,26.1,87.4,7.5,2.8,1010.5,33.0,107.0,2.0,0.6,28.4,1.5
1303,Samut Sakhon,2025-02-22,,8.9,45.6,7.5,2.8,1014.1,33.0,72.5,1.3,0.8500000000000001,29.45,2.4
1304,Samut Sakhon,2025-02-23,,9.85,37.5,7.5,2.8,1012.15,33.0,99.5,0.6,4.55,32.65,1.5
1305,Samut Sakhon,2025-02-24,,-6.3,9.6,7.5,2.8,1017.5,33.0,57.0,99.0,4.3,28.9,2.0
1306,Samut Sakhon,2025-02-25,,-5.1,9.3,7.5,2.8,1017.2,33.0,80.0,99.9,55.4,31.0,1.5
1307,Samut Sakhon,2025-02-26,,5.5,29.6,7.5,2.8,1016.05,33.0,68.0,99.1,55.05,27.55,1.5
1308,Samut Sakhon,2025-02-27,,19.0,43.0,7.5,2.8,1014.0,33.0,97.0,99.1,1.1,33.0,3.6
1309,Samut Sakhon,2025-02-28,,-6.0,7.9,7.5,2.8,1013.8,33.0,76.0,99.1,0.6,32.7,2.0
1310,Samut Sakhon,2025-03-01,,-7.0,8.05,7.5,2.8,1011.3,33.0,66.0,99.1,7.4,31.099999999999998,2.0
1311,Samut Sakhon,2025-03-02,,-6.5,7.7,7.5,2.8,1010.4,33.0,61.0,99.1,8.5,32.4,1.5
1312,Samut Sakhon,2025-03-03,,-5.7,7.5,7.5,2.8,1009.7,33.0,50.0,99.1,6.9,34.1,2.0
1313,Samut Sakhon,2025-03-04,,-6.6,8.0,7.5,2.8,1010.2,33.0,61.0,99.1,3.7,31.8,1.5
1314,Samut Sakhon,2025-03-05,,24.0,59.0,7.5,2.8,1009.0,33.0,22.0,99.1,5.8,33.0,4.1
1315,Samut Sakhon,2025-03-06,,-6.4,7.9,7.5,2.8,1011.2,33.0,52.0,99.1,15.3,32.3,2.0
1316,Samut Sakhon,2025-03-07,,-5.8,7.9,7.5,2.8,1009.0,33.0,43.0,99.1,15.9,32.9,1.0
1317,Samut Sakhon,2025-03-08,,-6.4,9.0,7.5,2.8,1013.2,33.0,55.0,0.4,7.4,29.9,2.5
1318,Samut Sakhon,2025-03-09,,-7.8,10.2,7.5,2.8,1013.1,33.0,99.0,0.4,18.0,26.0,0.5
1319,Samut Sakhon,2025-03-10,,21.4,52.1,7.5,2.8,1014.1,33.0,118.0,0.4,0.6,32.5,3.0
1320,Samut Sakhon,2025-03-11,,-5.0,7.7,7.5,2.8,1012.9,33.0,66.0,0.4,17.4,34.6,3.6
1321,Samut Sakhon,2025-03-12,,-5.0,7.7,7.5,2.8,1012.9,33.0,66.0,0.4,17.4,34.6,3.6
1322,Samut Sakhon,2025-03-13,,9.25,31.75,7.5,2.8,1007.95,33.0,42.0,0.4,1.35,34.3,2.55
1323,Samut Sakhon,2025-03-14,,9.25,31.75,7.5,2.8,1007.95,33.0,42.0,0.4,1.35,34.3,2.55
1324,Samut Sakhon,2025-03-15,,9.25,31.75,7.5,2.8,1007.95,33.0,42.0,0.4,1.35,34.3,2.55
1325,Samut Sakhon,2025-03-16,,9.25,31.75,7.5,2.8,1007.95,33.0,42.0,0.4,1.35,34.3,2.55
1326,Samut Sakhon,2025-03-17,,9.25,31.75,7.5,2.8,1007.95,33.0,42.0,0.4,1.35,34.3,2.55
1327,Samut Sakhon,2025-03-18,,9.95,48.8,7.5,2.8,1009.95,33.0,38.0,0.5,3.2,30.4,1.75
1328,Samut Sakhon,2025-03-19,,-4.2,9.0,7.5,2.8,1014.4,33.0,80.0,0.5,2.7,32.8,2.0
1329,Samut Sakhon,2025-03-20,,17.7,45.8,7.5,2.8,1008.7,33.0,155.0,0.5,2.7,30.7,2.5
1330,Samut Sakhon,2025-03-21,,14.0,42.0,7.5,2.8,1018.5,33.0,153.0,0.5,6.4,28.0,5.9
1331,Samut Sakhon,2025-03-22,,14.0,42.0,7.5,2.8,1018.5,33.0,153.0,0.5,6.4,28.0,5.9
1332,Samut Sakhon,2025-03-23,,5.6,20.45,7.5,2.8,1012.05,33.0,143.5,0.5,6.65,33.75,1.5
1333,Samut Sakhon,2025-03-24,,24.1,53.3,7.5,2.8,1008.9,33.0,114.0,0.5,6.4,35.0,1.5
1334,Samut Sakhon,2025-03-25,,-6.9,7.4,7.5,2.8,1008.5,33.0,112.0,0.5,7.4,32.7,2.0
1335,Samut Sakhon,2025-03-26,,-6.3,7.3,7.5,2.8,1008.1,33.0,116.0,0.5,6.4,33.8,2.5
1336,Samut Sakhon,2025-03-27,,-6.8,7.5,7.5,2.8,1007.4,38.0,99.0,0.5,6.9,32.5,2.0
1337,Samut Sakhon,2025-03-28,,13.0,25.0,7.5,2.8,1006.0,33.0,95.0,0.5,7.4,36.0,1.5
1338,Samut Sakhon,2025-03-29,,-5.5,7.4,7.5,2.8,1008.4,33.0,129.0,0.5,7.4,34.6,1.5
1339,Samut Sakhon,2025-03-30,,-5.5,7.4,7.5,2.8,1008.4,33.0,129.0,0.5,7.4,34.6,1.5
1340,Samut Sakhon,2025-03-31,,26.200000000000003,81.85,7.5,2.8,1009.55,33.0,74.0,0.45,7.4,29.65,2.0
