station_code,station_name,latitude,longitude,basin,sub_basin,tambon,amphoe,province,station_type_telem,start_datetime,end_datetime,agency_name,sponsor_by
MOU076,ยอดเขาหลวง (อุทยานแห่งชาติรามคำแหง),16.8775,99.6929,ยม,แม่น้ำยมตอนล่างส่วนที่ 4,ศรีคีรีมาศ,คีรีมาศ,สุโขทัย,R,2020-03-19 09:08:58,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน)
MOU077,หน่วยพิทักษ์อุทยานแห่งชาติที่ ตม.๓ (ปูแป้),16.852455,98.770515,สาละวิน,ห้วยแม่ละเมา,พะวอ,แม่สอด,ตาก,R,2020-03-19 09:08:58,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน)
MOU078,หน่วยพิทักษ์อุทยานแห่งชาติที่ ผท.๑ (ปากบอก),19.0587,99.7755,ยม,แม่น้ำงาว,บ้านร้อง,งาว,ลำปาง,R,2020-03-19 09:08:58,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน)
MOU079,หน่วยจัดการต้นน้ำแม่กลองน้อย-แม่กลองใหญ่,16.28706,98.99642,แม่กลอง,แม่น้ำแควใหญ่ตอนบนส่วนที่ 1,โมโกร,อุ้มผาง,ตาก,R,2020-03-19 09:08:58,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน)
MOU080,หน่วยพิทักษ์ป่าเขาปันโส,15.23958,99.40895,ท่าจีน,ห้วยกระเสียว,คอกควาย,บ้านไร่,อุทัยธานี,R,2020-03-19 09:08:58,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน)
MOU081,หน่วยจัดการต้นน้ำน้ำพาง,16.950624,101.625046,ชี,ลำน้ำพองตอนบนส่วนที่ 1,วังกวาง,น้ำหนาว,เพชรบูรณ์,R,2020-12-30 10:27:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU082,หน่วยพิทักษ์อุทยานฯ ที่ นน.๖ (ถ้ำใหญ่น้ำหนาว),16.946766,101.50735,ป่าสัก,แม่น้ำป่าสักตอนบน,วังกวาง,น้ำหนาว,เพชรบูรณ์,R,2020-12-30 10:31:23,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU083,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขค.๓ (ผาซ่อนแก้ว),16.777805,101.06848,ป่าสัก,แม่น้ำป่าสักส่วนที่ 2,แคมป์สน,เขาค้อ,เพชรบูรณ์,R,2020-12-30 10:33:18,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU084,อุทยานแห่งชาติน้ำหนาว,16.739008,101.56979,ชี,ลำน้ำเชิญส่วนที่ 1,น้ำหนาว,น้ำหนาว,เพชรบูรณ์,R,2020-12-30 10:36:48,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU085,หน่วยพิทักษ์ป่าช้างตะลูด,16.57349,101.33624,ป่าสัก,แม่น้ำป่าสักส่วนที่ 2,ช้างตะลูด,หล่มสัก,เพชรบูรณ์,R,2020-12-30 10:38:04,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU086,หน่วยจัดการต้นน้ำห้วยอีมาย,16.4093,101.283035,ป่าสัก,แม่น้ำป่าสักส่วนที่ 2,นาป่า,เมืองเพชรบูรณ์,เพชรบูรณ์,R,2020-12-30 11:00:39,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU087,อุทยานแห่งชาติภูเรือ,17.503641,101.35063,โขงตะวันออกเฉียงเหนือ,น้ำสาน,หนองบัว,ภูเรือ,เลย,R,2020-12-30 11:02:10,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU088,หน่วยจัดการต้นน้ำน้ำโสม,17.928356,102.06969,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำโสม,นาแค,นายูง,อุดรธานี,R,2020-12-30 11:03:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU089,เขตห้ามล่าสัตว์ป่าหนองหานกุมภวาปี,17.210735,103.003716,ชี,ลำปาวตอนบน,นาม่วง,ประจักษ์ศิลปาคม,อุดรธานี,R,2020-12-30 11:04:38,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU090,โครงการพัฒนาพื้นที่ภูผาหัก,17.187243,103.45411,ชี,ลำพันชาด,ผาสุก,วังสามหมอ,อุดรธานี,R,2020-12-30 11:05:47,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU091,สถานีควบคุมไฟป่าภูฝอยลม,17.158497,102.69408,ชี,ลำปาวตอนบน,ทับกุง,หนองแสง,อุดรธานี,R,2020-12-30 11:06:38,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU092,หน่วยจัดการต้นน้ำห้วยหลวง,17.078436,102.56078,โขงตะวันออกเฉียงเหนือ,ห้วยหลวงส่วนที่ 1,อูบมุง,หนองวัวซอ,อุดรธานี,R,2020-12-30 11:07:50,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU093,ศูนย์ศึกษาการพัฒนาการอนุรักษ์ต้นน้ำลุ่มน้ำชี,16.931946,102.7016,ชี,ลำน้ำพองตอนล่างส่วนที่ 1,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,R,2020-12-30 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU094,หน่วยพิทักษ์อุทยานแห่งชาติที่ ลย.๑ (วังกวาง),16.886986,101.78821,ชี,ลำน้ำพองตอนบนส่วนที่ 1,ศรีฐาน,ภูกระดึง,เลย,R,2020-12-30 11:11:47,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU095,อุทยานแห่งชาติภูผาม่าน,16.758228,101.96858,ชี,ลำน้ำเชิญส่วนที่ 1,นาหนองทุ่ม,ชุมแพ,ขอนแก่น,R,2020-12-30 11:12:41,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU096,หน่วยจัดการต้นน้ำลำพะยัง,16.682842,103.957504,ชี,ลำน้ำยัง,ภูแล่นช้าง,นาคู,กาฬสินธุ์,R,2020-12-30 11:14:02,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU097,หน่วยจัดการต้นน้ำภูเวียง,16.677929,102.354195,ชี,ลำน้ำพองตอนบนส่วนที่ 3,สงเปือย,ภูเวียง,ขอนแก่น,R,2020-12-30 11:15:01,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU098,สถานีวิจัยต้นน้ำชี,16.66195,102.22475,ชี,ลำน้ำพองตอนบนส่วนที่ 3,ในเมือง,เวียงเก่า,ขอนแก่น,R,2020-12-30 11:18:15,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU099,หน่วยจัดการต้นน้ำลำเชิญ,16.66067,101.73709,ชี,ลำน้ำเชิญส่วนที่ 1,ทุ่งพระ,คอนสาร,ชัยภูมิ,R,2020-12-30 11:20:18,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU100,อุทยานแห่งชาติภูผาเทิบ,16.433313,104.80224,โขงตะวันออกเฉียงเหนือ,ห้วยมุก,นาสีนวน,เมืองมุกดาหาร,มุกดาหาร,R,2020-12-30 11:21:22,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU101,อุทยานแห่งชาติภูแลนคา,15.997118,101.88819,ชี,ลำน้ำชีส่วนที่ 2/2,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,R,2020-12-30 11:22:27,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU102,อุทยานแห่งชาติตาดโตน,15.984405,102.037865,ชี,ลำน้ำชีส่วนที่ 2/2,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,R,2020-12-30 11:23:27,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU103,สถานีควบคุมไฟป่าภูสิงห์ภูผาผึ้ง-ภูสระดอกบัว,15.885829,104.73016,มูล,ลำเซบก,หนองมะแซว,เมืองอำนาจเจริญ,อำนาจเจริญ,R,2020-12-30 11:24:22,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU104,อุทยานแห่งชาติป่าหินงาม,15.632916,101.38916,ชี,ลำคันฉู,บ้านไร่,เทพสถิต,ชัยภูมิ,R,2020-12-30 11:25:21,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU105,ผาชะนะได (อช.ผาแต้ม),15.62108,105.6168,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงตอนล่าง,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,R,2020-12-30 11:26:43,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU106,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขญ.๑๗ (กลางดง),14.549555,101.26519,ป่าสัก,ห้วยหมวกเหล็ก,พญาเย็น,ปากช่อง,นครราชสีมา,R,2020-12-30 11:38:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU107,ศูนย์ศึกษาการพัฒนาการอนุรักษ์ต้นน้ำลุ่มน้ำมูลตอนบน,14.467741,101.59084,มูล,ลำพระเพลิง,โป่งตาลอง,ปากช่อง,นครราชสีมา,R,2020-12-30 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU108,ผามออีแดง (อช.เขาพระวิหาร),14.404393,104.688,มูล,ห้วยขยุงส่วนที่ 1,เสาธงชัย,กันทรลักษ์,ศรีสะเกษ,R,2020-12-30 11:40:34,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU109,อุทยานแห่งชาติภูจองนายอย,14.4351635,105.255844,มูล,ลำโดมใหญ่,นาจะหลวย,นาจะหลวย,อุบลราชธานี,R,2020-12-30 11:41:34,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU110,หน่วยจัดการต้นน้ำห้วยสำราญ,14.431585,104.05005,มูล,ห้วยสำราญ,จรัส,บัวเชด,สุรินทร์,R,2020-12-30 11:42:22,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU111,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขญ.๔ (คลองปลากั้ง),14.356429,101.72591,มูล,ลำพระเพลิง,วังหมี,วังน้ำเขียว,นครราชสีมา,R,2020-12-30 11:43:07,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU112,หน่วยพิทักษ์อุทยานแห่งชาติที่ ทล.๑๑ (ไทยสามัคคี),14.322967,101.93308,บางปะกง,แม่น้ำหนุมาน,ไทยสามัคคี,วังน้ำเขียว,นครราชสีมา,R,2020-12-30 11:45:01,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU113,หน่วยพิทักษ์อุทยานแห่งชาติที่ ตย.๕ (บาระแนะ),14.250021,102.97807,มูล,ลำปะเทีย,หนองแวง,ละหานทราย,บุรีรัมย์,R,2020-12-30 11:46:04,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU114,อุทยานแห่งชาติเขาใหญ่,14.434381,101.37257,มูล,ลำตะคอง,หินตั้ง,เมืองนครนายก,นครนายก,R,2020-12-30 11:46:47,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU115,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขญ.๑๐ (ประจันตคาม),14.181131,101.59204,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง,บุฝ้าย,ประจันตคาม,ปราจีนบุรี,R,2020-12-30 11:47:52,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU116,หน่วยจัดการต้นน้ำเนินหอม,14.174955,101.43888,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง,เนินหอม,เมืองปราจีนบุรี,ปราจีนบุรี,R,2020-12-30 11:49:13,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU117,หน่วยพิทักษ์อุทยานแห่งชาติที่ ตย.๑ (ทัพไทย),14.138208,102.88575,โตนเลสาป,โตนเลสาปตอนบน (ลุ่มน้ำสาขา),ทัพไทย,ตาพระยา,สระแก้ว,R,2020-12-30 11:52:01,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU118,ศูนย์ศึกษาการพัฒนาการอนุรักษ์ต้นน้ำลุ่มน้ำบางปะกง,13.351701,101.99859,บางปะกง,คลองพระสทึง,วังทอง,วังสมบูรณ์,สระแก้ว,R,2020-12-30 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU119,หน่วยพิทักษ์ป่ามาบลำบิด,13.16463,101.15411,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2,คลองกิ่ว,บ้านบึง,ชลบุรี,R,2020-12-30 11:54:23,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU120,หน่วยพิทักษ์ป่าเขาช่องลม,13.157216,101.114716,ชายฝั่งทะเลตะวันออก,คลองใหญ่,เขาคันทรง,ศรีราชา,ชลบุรี,R,2020-12-30 11:55:49,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU121,เขตห้ามล่าสัตว์ป่าเขาชีโอน,12.768084,100.97312,ชายฝั่งทะเลตะวันออก,ชายฝั่งทะเลตะวันออก (ลุ่มน้ำสาขา 1),นาจอมเทียน,สัตหีบ,ชลบุรี,R,2020-12-30 11:56:42,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU122,หน่วยพิทักษ์อุทยานแห่งชาติที่ พล.๒ (บ้านอ่าง),12.625152,102.19485,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี,มะขาม,มะขาม,จันทบุรี,R,2020-12-30 11:58:49,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU123,หน่วยจัดการต้นน้ำซองกาเลีย,15.215669,98.38663,แม่กลอง,แม่น้ำแควน้อยตอนบนส่วนที่ 1,หนองลู,สังขละบุรี,กาญจนบุรี,R,2020-12-30 11:59:50,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU124,เขตห้ามล่าสัตว์ป่าเขาสมโภชน์,15.181661,101.29397,ป่าสัก,ลำสนธิ,นาโสม,ชัยบาดาล,ลพบุรี,R,2020-12-30 12:00:53,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU125,หน่วยพิทักษ์ป่าหินเรือ,10.745923,98.94684,ภาคใต้ฝั่งตะวันออกตอนบน,คลองท่าตะเภา ( ลุ่มน้ำสาขา ),รับร่อ,ท่าแซะ,ชุมพร,R,2020-12-30 12:03:23,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU126,หน่วยจัดการต้นน้ำตาปี,9.162992,98.88695,ภาคใต้ฝั่งตะวันออกตอนบน,คลองพุมดวงตอนล่าง,ตะกุกใต้,วิภาวดี,สุราษฎร์ธานี,R,2020-12-30 12:04:30,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU127,เขตรักษาพันธุ์สัตว์ป่าน้ำตกสองแพรก,8.612496,98.54957,ภาคใต้ฝั่งตะวันตก,ภาคใต้ฝั่งตะวันตกส่วนที่ 2,สองแพรก,เมืองพังงา,พังงา,R,2020-12-30 12:06:03,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU128,สถานีวิจัยต้นน้ำตาปี,8.594121,99.55759,ภาคใต้ฝั่งตะวันออกตอนบน,แม่น้ำตาปีตอนบนส่วนที่ 1,กะทูน,พิปูน,นครศรีธรรมราช,R,2020-12-30 12:06:54,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU129,สถานีวิจัยต้นน้ำคีรีวง,8.432166,99.7688,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4,กำโลน,ลานสกา,นครศรีธรรมราช,R,2020-12-30 13:24:44,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU130,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขป.๔ (บ้านน้ำตก),7.9633784,99.76108,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4,น้ำตก,ทุ่งสง,นครศรีธรรมราช,R,2020-12-30 13:25:43,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU131,หน่วยพิทักษ์ป่าควนนางเหวน,7.8844504,100.06674,ทะเลสาบสงขลา,ทะเลน้อย,ขอนหาด,ชะอวด,นครศรีธรรมราช,R,2020-12-30 13:26:52,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU132,หน่วยพิทักษ์อุทยานแห่งชาติที ขป.๘ (น้ำตกหนานปลิว),7.8546777,99.80874,ทะเลสาบสงขลา,ทะเลน้อย,ลานข่อย,ป่าพะยอม,พัทลุง,R,2020-12-30 13:27:57,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU133,สถานีควบคุมไฟป่าพัทลุง,7.758506,99.817474,ทะเลสาบสงขลา,ทะเลน้อย,เกาะเต่า,ป่าพะยอม,พัทลุง,R,2020-12-30 13:31:50,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU134,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขป.๙  (น้ำตกเขาคราม),7.515903,99.878586,ทะเลสาบสงขลา,ทะเลหลวง,บ้านนา,ศรีนครินทร์,พัทลุง,R,2020-12-30 13:34:54,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU135,หน่วยพิทักษ์ป่าอ่าวท่ายาง,7.420253,100.33268,ทะเลสาบสงขลา,ทะเลหลวง,เกาะหมาก,ปากพะยูน,พัทลุง,R,2020-12-30 13:35:46,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU136,หน่วยจัดการต้นน้ำคลองป่าพรุพ้อ,7.1621695,100.08449,ทะเลสาบสงขลา,ทะเลหลวง,ทุ่งนารี,ป่าบอน,พัทลุง,R,2020-12-30 13:36:38,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU137,ที่ทำการอุทยานแห่งชาติทะเลบัน,6.708994,100.16906,ภาคใต้ฝั่งตะวันตก,คลองบำบัง,วังประจัน,ควนโดน,สตูล,R,2020-12-30 13:37:35,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU138,ที่ทำการอุทยานแห่งชาติเขาน้ำค้าง,6.600056,100.58906,ทะเลสาบสงขลา,ทะเลสาบสงขลา ( ลุ่มน้ำสาขา ),คลองกวาง,นาทวี,สงขลา,R,2020-12-30 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU139,หน่วยพิทักษ์อุทยานฯ ที่ บล.๒ (น้ำตกฮาลาซะห์),6.0583444,101.40899,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนบน,แม่หวาด,ธารโต,ยะลา,R,2020-12-30 13:40:40,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU140,หน่วยพิทักษ์อุทยานฯ ที่ บล.๔ (น้ำตกละอองรุ้ง),5.9976163,101.186714,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนบน,แม่หวาด,ธารโต,ยะลา,R,2020-12-30 13:42:48,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU141,ที่ทำการอุทยานแห่งชาติน้ำตกซีโป,6.2716146,101.64063,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำบางนรา,เฉลิม,ระแงะ,นราธิวาส,R,2020-12-30 13:43:47,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU142,เขตรักษาพันธุ์สัตว์ป่าฮาลา-บาลา,5.8074923,101.845184,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำโกลก,โละจูด,แว้ง,นราธิวาส,R,2020-12-30 13:44:37,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน)
MOU171,สะพานแม่น้ำงาว,20.030525,100.48953,โขงเหนือ,แม่น้ำโขงส่วนที่ 2,ท่าข้าม,เวียงแก่น,เชียงราย,W,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท เวิร์คพอยท์ เอ็นเทอร์เทนเมนท์ จำกัด (มหาชน)
MOU174,หน่วยจัดการต้นน้ำดอยผาหม่น,19.470375,100.48699,โขงเหนือ,แม่ลาว,ร่มเย็น,เชียงคำ,พะเยา,R,2023-10-31 10:56:31,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU175,หน่วยจัดการต้นน้ำภูซาง,19.66635,100.37705,โขงเหนือ,แม่ลาว,ภูซาง,ภูซาง,พะเยา,R,2023-10-31 10:56:31,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU176,หน่วยจัดการต้นน้ำหงาว-งาว,19.85607,100.45244,โขงเหนือ,แม่น้ำโขงส่วนที่ 2,ปอ,เวียงแก่น,เชียงราย,R,2023-10-31 10:56:31,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU180,หน่วยจัดการต้นน้ำดอยปางหนุน,20.36006,99.49888,โขงเหนือ,น้ำแม่จัน,เทอดไทย,แม่ฟ้าหลวง,เชียงราย,R,2023-10-31 10:56:31,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
