City,time,co,dew,h,no2,o3,p,pm10,pm25,r,so2,t,w
Nakhon Sawan,2025-02-28,0.1,-4.8,7.2,11.6,14.2,1001.5,70.0,81.0,0.3,0.6,36.0,0.5
Nakhon Sawan,2025-03-01,0.1,-6.45,8.25,5.55,14.2,1002.7,70.0,86.5,50.05,0.6,31.55,2.75
Nakhon Sawan,2025-03-02,0.1,-6.2,6.9,2.9,14.2,1005.5,70.0,65.0,0.6,0.6,34.9,2.5
Nakhon Sawan,2025-03-03,0.1,-6.5,7.1,2.4,14.2,1006.7,70.0,79.0,0.6,0.6,33.9,2.5
Nakhon Sawan,2025-03-04,0.1,-6.8,7.3,2.9,14.2,1006.0,70.0,59.0,0.6,0.6,33.0,3.6
Nakhon Sawan,2025-03-05,0.1,-5.6,7.5,4.1,14.2,1005.5,70.0,63.0,0.6,0.6,34.2,2.5
Nakhon Sawan,2025-03-06,0.1,-6.0,7.2,2.9,14.2,998.5,70.0,81.0,99.5,0.6,34.5,1.5
Nakhon Sawan,2025-03-07,0.1,-5.8,7.5,3.5,14.2,1007.0,70.0,69.0,99.5,0.6,34.0,1.5
Nakhon Sawan,2025-03-08,0.1,-8.3,11.0,10.4,14.2,1011.4,70.0,48.0,99.5,0.6,24.0,1.0
Nakhon Sawan,2025-03-09,0.1,-8.9,11.0,9.3,14.2,1011.0,70.0,89.0,0.1,0.6,23.3,1.0
Nakhon Sawan,2025-03-10,0.1,22.6,58.3,10.4,14.2,1011.7,70.0,87.0,0.1,0.6,31.8,1.0
Nakhon Sawan,2025-03-11,0.1,-5.2,7.0,6.4,14.2,1008.9,70.0,102.0,0.1,0.6,36.0,1.0
Nakhon Sawan,2025-03-12,0.1,-5.2,7.0,6.4,14.2,1008.9,70.0,102.0,0.1,0.6,36.0,1.0
Nakhon Sawan,2025-03-13,0.1,8.3,25.2,3.2,14.2,1003.8,70.0,68.0,49.55,0.6,35.599999999999994,1.5
Nakhon Sawan,2025-03-14,0.1,8.3,25.2,3.2,14.2,1003.8,70.0,68.0,49.55,0.6,35.599999999999994,1.5
Nakhon Sawan,2025-03-15,0.1,8.3,25.2,3.2,14.2,1003.8,70.0,68.0,49.55,0.6,35.599999999999994,1.5
Nakhon Sawan,2025-03-16,0.1,25.7,91.0,4.7,14.2,1006.1,70.0,96.0,99.1,0.6,27.3,2.5
Nakhon Sawan,2025-03-17,0.1,25.7,91.0,4.7,14.2,1006.1,70.0,96.0,99.1,0.6,27.3,2.5
Nakhon Sawan,2025-03-18,0.1,8.399999999999999,38.4,7.800000000000001,14.2,1006.1,70.0,84.0,99.1,0.6,31.75,2.75
Nakhon Sawan,2025-03-19,0.1,-4.4,8.7,5.8,14.2,1010.5,70.0,82.0,99.1,0.6,33.2,1.0
Nakhon Sawan,2025-03-20,0.1,16.7,42.3,7.0,14.2,1013.6,70.0,135.0,99.1,0.6,31.0,2.0
Nakhon Sawan,2025-03-21,0.1,-4.3,11.0,9.3,14.2,1016.2,70.0,159.0,99.1,0.6,29.2,2.0
Nakhon Sawan,2025-03-22,0.1,-4.3,11.0,9.3,14.2,1016.2,70.0,159.0,99.1,0.6,29.2,2.0
Nakhon Sawan,2025-03-23,0.1,-3.3,9.25,9.85,14.2,1005.45,70.0,137.0,99.1,0.6,33.55,2.3
Nakhon Sawan,2025-03-24,0.1,20.4,36.7,5.8,14.2,1005.7,70.0,154.0,99.1,0.6,37.7,1.0
Nakhon Sawan,2025-03-25,0.1,-6.2,7.2,4.1,14.2,1004.5,70.0,151.0,99.1,0.6,34.2,1.5
Nakhon Sawan,2025-03-26,0.1,26.8,83.0,2.9,14.2,1000.2,70.0,125.0,99.1,0.6,25.7,1.0
Nakhon Sawan,2025-03-27,0.1,26.2,93.7,4.1,14.2,1001.7,70.0,119.0,99.1,0.6,27.3,1.0
Nakhon Sawan,2025-03-28,0.1,24.4,94.8,7.5,14.2,1002.1,70.0,125.0,99.1,0.6,25.3,2.5
Nakhon Sawan,2025-03-29,0.1,21.7,40.4,5.2,14.2,1003.3,70.0,152.0,99.1,0.6,37.4,1.5
Nakhon Sawan,2025-03-30,0.1,21.7,40.4,5.2,14.2,1003.3,70.0,152.0,99.1,0.6,37.4,1.5
Nakhon Sawan,2025-03-31,0.1,23.15,62.75,4.7,14.2,1006.55,70.0,81.0,99.1,0.6,31.1,2.75
Nakhon Sawan,2025-04-01,0.1,-5.0,7.9,4.7,14.2,1008.2,70.0,69.0,99.1,0.6,34.0,4.1
Nakhon Sawan,2025-04-02,0.1,21.8,41.8,4.7,14.2,1006.8,70.0,85.0,99.1,0.6,36.9,2.0
Nakhon Sawan,2025-04-03,0.1,-4.8,7.8,7.5,14.2,1010.2,70.0,97.0,99.1,0.6,34.7,2.0
Nakhon Sawan,2025-04-04,0.1,-4.9,7.0,4.7,14.2,1000.2,70.0,78.0,99.1,0.6,36.5,1.0
Nakhon Sawan,2025-04-05,0.1,-4.6,6.6,2.9,14.2,998.2,70.0,54.0,99.1,0.6,37.9,3.6
Nakhon Sawan,2025-04-06,0.1,-4.6,6.6,2.9,14.2,998.2,70.0,54.0,99.1,0.6,37.9,3.6
Nakhon Sawan,2025-04-07,0.1,8.95,25.0,2.65,14.2,1004.85,70.0,79.0,99.1,0.6,36.4,3.05
Nakhon Sawan,2025-04-08,0.1,22.8,46.2,4.1,14.2,1000.9,70.0,70.0,99.1,0.6,36.2,0.5
Nakhon Sawan,2025-04-09,0.1,-5.8,6.8,4.7,14.2,1007.5,70.0,81.0,99.0,0.6,35.7,2.0
Nakhon Sawan,2025-04-10,0.1,24.2,88.8,2.9,14.2,1006.2,70.0,89.0,99.0,0.6,26.2,2.5
Nakhon Sawan,2025-04-11,0.1,-5.6,7.2,3.5,14.2,1004.2,70.0,92.0,99.0,0.6,35.0,2.5
Nan,2025-02-19,0.1,7.15,47.75,1.2,1.6,990.5,67.0,130.0,99.2,0.6,26.05,1.25
Nan,2025-02-20,0.1,7.15,47.75,1.2,1.6,990.5,67.0,130.0,99.2,0.6,26.05,1.25
Nan,2025-02-21,0.1,-8.8,11.1,1.2,1.6,990.0,67.0,135.0,99.2,0.6,23.2,0.5
Nan,2025-02-22,0.1,10.6,53.36666666666667,0.6,1.7333333333333334,992.5,67.0,137.66666666666666,0.6999999999999998,0.6,25.266666666666666,0.5
Nan,2025-02-23,0.1,8.399999999999999,36.15,1.5,1.8,991.35,67.0,117.5,0.7,0.6,30.35,0.75
Nan,2025-02-24,0.1,-4.8,11.5,1.2,2.0,1000.7,67.0,79.0,0.1,0.6,27.8,3.0
Nan,2025-02-25,0.1,-8.4,12.2,1.2,1.6,998.3,67.0,91.0,99.0,0.6,22.1,0.5
Nan,2025-02-26,0.1,6.5,51.05,0.6,1.8,995.75,67.0,67.5,99.0,0.6,24.65,1.25
Nan,2025-02-27,0.1,-5.9,9.5,0.6,2.0,993.4,67.0,69.0,99.0,0.6,29.6,2.0
Nan,2025-02-28,0.1,-5.3,9.1,1.2,1.6,991.3,67.0,96.0,99.0,0.6,31.1,0.5
Nan,2025-03-01,0.1,-5.4,8.7,2.65,1.6,986.75,67.0,111.0,99.0,0.6,31.9,1.5
Nan,2025-03-02,0.1,-5.2,7.9,0.6,1.6,986.5,67.0,131.0,0.3,0.6,33.9,1.5
Nan,2025-03-03,0.1,-4.7,8.6,1.2,2.0,986.2,67.0,129.0,0.3,0.6,33.0,0.5
Nan,2025-03-04,0.1,-5.1,9.7,1.2,1.6,986.7,67.0,157.0,0.3,0.6,30.4,0.5
Nan,2025-03-05,0.1,-5.6,9.5,1.2,2.0,986.2,67.0,165.0,0.3,0.6,30.1,0.5
Nan,2025-03-06,0.1,-4.4,10.7,1.2,1.6,988.2,67.0,164.0,0.3,0.6,29.5,1.0
Nan,2025-03-07,0.1,-5.6,9.7,1.2,1.6,989.1,67.0,123.0,0.3,0.6,29.7,2.0
Nan,2025-03-08,0.1,-5.9,10.8,1.2,1.6,991.8,67.0,89.0,99.1,0.6,27.4,0.5
Nan,2025-03-09,0.1,-6.9,12.0,0.6,2.0,993.5,67.0,112.0,99.1,0.6,24.3,0.5
Nan,2025-03-10,0.1,20.1,58.4,0.6,1.6,993.9,67.0,123.0,99.1,0.6,29.1,1.5
Nan,2025-03-11,0.1,-4.8,8.2,1.2,2.0,990.2,67.0,151.0,99.1,0.6,33.6,1.0
Nan,2025-03-12,0.1,18.3,31.7,0.6,1.6,981.2,67.0,154.0,99.1,0.6,38.0,1.0
Nan,2025-03-13,0.1,-5.4,8.1,1.2,2.0,980.9,67.0,129.0,99.1,0.6,33.0,2.5
Nan,2025-03-14,0.1,-5.4,8.1,1.2,2.0,980.9,67.0,129.0,99.1,0.6,33.0,2.5
Nan,2025-03-15,0.1,-5.4,8.1,1.2,2.0,980.9,67.0,129.0,99.1,0.6,33.0,2.5
Nan,2025-03-16,0.1,-5.4,8.1,1.2,2.0,980.9,67.0,129.0,99.1,0.6,33.0,2.5
Nan,2025-03-17,0.1,-5.4,8.1,1.2,2.0,980.9,67.0,129.0,99.1,0.6,33.0,2.5
Nan,2025-03-18,0.1,7.750000000000001,43.4,1.2,2.0,987.35,67.0,155.0,99.1,0.6,29.2,1.0
Nan,2025-03-19,0.1,-6.2,12.9,0.6,1.6,994.2,67.0,96.0,99.3,0.6,24.0,3.6
Nan,2025-03-20,0.1,14.8,44.5,0.6,1.6,995.1,67.0,107.0,99.3,0.6,28.0,1.0
Nan,2025-03-21,0.1,-5.0,11.0,1.2,1.6,997.1,67.0,153.0,99.3,0.6,28.3,0.5
Nan,2025-03-22,0.1,-5.0,11.0,1.2,1.6,997.1,67.0,153.0,99.3,0.6,28.3,0.5
Nan,2025-03-23,0.1,-5.15,10.0,0.8999999999999999,2.0,987.2,67.0,198.0,99.3,0.6,29.700000000000003,1.0
Nan,2025-03-24,0.1,15.2,31.2,1.2,1.6,987.2,67.0,188.0,99.3,0.6,34.7,1.5
Nan,2025-03-25,0.1,-5.1,9.0,1.8,1.6,985.3,67.0,199.0,99.3,0.6,31.6,1.5
Nan,2025-03-26,0.1,-4.5,7.7,1.2,2.0,982.8,67.0,192.0,99.3,0.6,35.2,1.5
Nan,2025-03-27,0.1,-4.8,8.5,1.2,1.6,983.1,67.0,196.0,99.3,0.6,33.1,2.0
Nan,2025-03-28,0.1,17.0,85.5,1.2,2.0,983.5,67.0,185.0,99.3,0.6,19.5,0.5
Nan,2025-03-29,0.1,14.4,25.4,1.2,1.6,984.4,67.0,184.0,99.3,0.6,37.5,1.0
Nan,2025-03-30,0.1,14.4,25.4,1.2,1.6,984.4,67.0,184.0,99.3,0.6,37.5,1.0
Nan,2025-03-31,0.1,20.6,54.7,1.2,1.6,987.2,67.0,162.5,99.3,0.6,30.8,0.75
Nan,2025-04-01,0.1,19.0,51.0,1.2,1.6,1013.0,67.0,151.0,99.3,0.6,30.0,2.5
Nan,2025-04-02,0.1,20.6,45.6,0.6,1.6,988.1,67.0,160.0,99.3,0.6,34.0,1.0
Nan,2025-04-03,0.1,-5.0,9.2,1.2,2.0,984.2,67.0,163.0,99.3,0.6,31.3,1.0
Nan,2025-04-04,0.1,-4.6,8.1,1.2,1.6,988.7,67.0,170.0,99.3,0.6,34.1,1.0
Nan,2025-04-05,0.1,-5.2,7.5,1.2,1.6,987.5,67.0,165.0,99.3,0.6,34.8,1.0
Nan,2025-04-06,0.1,-5.2,7.5,1.2,1.6,987.5,67.0,165.0,99.3,0.6,34.8,1.0
Nan,2025-04-07,0.1,7.9,35.0,0.6,1.8,987.05,67.0,113.0,52.75,0.6,29.95,1.5
Nan,2025-04-08,0.1,18.9,38.2,0.6,2.0,982.1,67.0,93.0,0.1,0.6,35.3,0.5
Nan,2025-04-09,0.1,21.3,56.0,0.6,1.6,989.5,67.0,118.0,0.6,0.6,31.1,0.5
Nan,2025-04-10,0.1,-5.7,8.1,1.2,1.6,986.6,67.0,138.0,0.6,0.6,32.8,1.0
Nan,2025-04-11,0.1,-6.0,7.9,0.6,1.6,984.6,67.0,136.0,0.6,0.6,32.7,2.0
Narathiwat,2025-02-19,,-7.7,8.649999999999999,,,1009.7,30.0,45.0,99.4,,28.85,2.25
Narathiwat,2025-02-20,,-7.7,8.649999999999999,,,1009.7,30.0,45.0,99.4,,28.85,2.25
Narathiwat,2025-02-21,,-8.2,9.2,,,1009.9,30.0,41.0,0.2,,27.1,1.5
Narathiwat,2025-02-22,,8.85,46.25,,,1012.15,30.0,46.5,0.2,,29.05,3.05
Narathiwat,2025-02-23,,8.3,43.9,,,1011.25,30.0,56.5,0.15,,28.35,5.6
Narathiwat,2025-02-24,,26.0,83.0,,,1013.0,30.0,38.0,0.1,,29.0,8.7
Narathiwat,2025-02-25,,26.0,79.0,,,1015.0,30.0,52.0,0.1,,30.0,7.2
Narathiwat,2025-02-26,,24.55,86.9,,,1013.5,30.0,47.0,0.5,,27.0,4.1
Narathiwat,2025-02-27,,25.0,79.0,,,1013.0,30.0,51.0,0.5,,29.0,6.6
Narathiwat,2025-02-28,,26.0,79.0,,,1013.0,30.0,50.0,0.5,,30.0,5.6
Narathiwat,2025-03-01,,9.0,45.7,,,1009.75,30.0,46.5,49.95,,29.15,5.1
Narathiwat,2025-03-02,,-6.4,8.3,,,1008.4,30.0,41.0,99.4,,31.3,4.1
Narathiwat,2025-03-03,,-6.4,7.9,,,1007.2,30.0,54.0,99.0,,32.1,3.0
Narathiwat,2025-03-04,,-6.8,7.9,,,1007.2,30.0,52.0,99.4,,31.6,4.6
Narathiwat,2025-03-05,,-6.7,7.8,,,1005.9,30.0,44.0,99.4,,32.0,3.6
Narathiwat,2025-03-06,,-6.2,7.4,,,1008.5,30.0,50.0,99.4,,33.7,2.0
Narathiwat,2025-03-07,,26.0,74.0,,,1009.0,30.0,48.0,99.4,,31.0,4.1
Narathiwat,2025-03-08,,-6.6,8.5,,,1007.5,30.0,45.0,99.4,,30.7,3.6
Narathiwat,2025-03-09,,-7.2,8.3,,,1010.2,30.0,35.0,0.3,,30.2,2.0
Narathiwat,2025-03-10,,-6.9,7.9,,,1006.7,30.0,36.0,0.3,,31.5,4.1
Narathiwat,2025-03-11,,26.0,79.0,,,1012.0,30.0,41.0,0.3,,30.0,6.6
Narathiwat,2025-03-12,,24.3,71.6,,,1006.7,30.0,48.0,99.4,,30.0,3.0
Narathiwat,2025-03-13,,-7.6,8.2,,,1008.5,30.0,37.0,0.7,,30.0,4.1
Narathiwat,2025-03-14,,-7.6,8.2,,,1008.5,30.0,37.0,0.7,,30.0,4.1
Narathiwat,2025-03-15,,-7.6,8.2,,,1008.5,30.0,37.0,0.7,,30.0,4.1
Narathiwat,2025-03-16,,-7.6,8.2,,,1008.5,30.0,37.0,0.7,,30.0,4.1
Narathiwat,2025-03-17,,-7.6,8.2,,,1008.5,30.0,37.0,0.7,,30.0,4.1
Narathiwat,2025-03-18,,23.5,74.5,,,1011.0,30.0,46.5,0.7,,28.5,2.8
Narathiwat,2025-03-19,,23.3,60.1,,,1012.2,30.0,55.0,99.2,,32.0,6.1
Narathiwat,2025-03-20,,-7.0,8.4,,,1013.2,30.0,64.0,0.1,,30.3,3.6
Narathiwat,2025-03-21,,-6.8,8.3,,,1012.5,30.0,68.0,0.1,,30.7,3.0
Narathiwat,2025-03-22,,-6.8,8.3,,,1012.5,30.0,68.0,0.1,,30.7,3.0
Narathiwat,2025-03-23,,8.1,37.45,,,1011.1,30.0,66.0,0.1,,29.65,4.3
Narathiwat,2025-03-24,,24.7,68.8,,,1009.8,30.0,60.0,0.1,,31.1,6.6
Narathiwat,2025-03-25,,-5.8,7.8,,,1006.4,30.0,72.0,0.1,,33.2,3.0
Narathiwat,2025-03-26,,-5.7,7.2,,,1002.0,30.0,84.0,99.5,,34.9,2.0
Narathiwat,2025-03-27,,-5.7,7.2,,,1002.0,30.0,84.0,99.5,,34.9,2.0
Narathiwat,2025-03-28,,26.0,74.0,,,1008.0,30.0,58.0,99.5,,31.0,4.1
Narathiwat,2025-03-29,,-6.0,7.8,,,1006.7,30.0,67.0,0.1,,33.0,4.6
Narathiwat,2025-03-30,,-6.0,7.8,,,1006.7,30.0,67.0,0.1,,33.0,4.6
Narathiwat,2025-03-31,,-6.5,8.25,,,1006.3,30.0,50.5,0.1,,31.35,3.55
Narathiwat,2025-04-01,,24.0,66.0,,,1011.0,30.0,52.0,0.1,,31.0,5.6
Narathiwat,2025-04-02,,24.3,94.2,,,1009.9,30.0,28.0,0.1,,25.1,0.5
Narathiwat,2025-04-03,,-7.8,8.5,,,1007.0,30.0,31.0,0.9,,29.0,3.6
Narathiwat,2025-04-04,,23.0,88.0,,,1013.0,30.0,29.0,0.9,,25.0,2.0
Narathiwat,2025-04-05,,-6.0,7.9,,,1010.2,30.0,33.0,1.7,,32.7,3.0
Narathiwat,2025-04-06,,-6.0,7.9,,,1010.2,30.0,33.0,1.7,,32.7,3.0
Narathiwat,2025-04-07,,8.3,37.0,,,1009.45,30.0,37.5,1.7,,30.85,4.35
Narathiwat,2025-04-08,,25.0,83.0,,,1011.0,30.0,46.0,1.7,,28.0,2.5
Narathiwat,2025-04-09,,-6.7,7.9,,,1009.5,30.0,40.0,0.4,,31.8,3.0
Narathiwat,2025-04-10,,-6.2,7.3,,,1007.4,30.0,39.0,0.4,,33.9,3.0
Narathiwat,2025-04-11,,-6.7,7.4,,,1007.4,30.0,34.0,1.8,,32.9,3.0
Nong Khai,2025-02-19,0.1,6.7,33.25,1.5,11.05,992.2,39.5,80.0,1.2,0.6,28.75,2.0
Nong Khai,2025-02-20,0.1,6.7,33.25,1.5,11.05,992.2,39.5,80.0,1.2,0.6,28.75,2.0
Nong Khai,2025-02-21,0.1,-6.0,12.2,1.2,7.5,991.2,36.0,67.0,1.2,0.6,25.2,3.0
Nong Khai,2025-02-22,0.1,12.533333333333331,55.73333333333333,1.2,7.766666666666666,1008.8333333333334,29.666666666666668,61.0,1.2,0.6,26.23333333333333,3.233333333333333
Nong Khai,2025-02-23,0.1,6.450000000000001,27.55,3.2,9.7,994.1,37.5,65.0,1.2,0.6,30.35,1.5
Nong Khai,2025-02-24,0.1,21.0,78.0,1.2,8.3,1021.0,21.0,42.0,1.2,0.6,25.0,2.0
Nong Khai,2025-02-25,0.1,19.7,95.2,6.4,5.2,1000.4,24.0,66.0,1.2,0.6,20.5,1.0
Nong Khai,2025-02-26,0.1,20.0,87.45,1.7999999999999998,6.75,1008.1,15.0,37.0,4.8,0.6,22.1,1.5
Nong Khai,2025-02-27,0.1,24.0,74.0,2.4,11.9,1016.0,36.0,68.0,4.8,0.6,29.0,2.0
Nong Khai,2025-02-28,0.1,-4.0,10.0,2.4,13.4,991.9,46.0,92.0,4.9,0.6,31.3,0.5
Nong Khai,2025-03-01,0.1,-4.199999999999999,9.05,4.05,11.45,987.9,51.0,90.0,4.9,1.4,32.8,1.5
Nong Khai,2025-03-02,0.1,-4.7,8.6,1.8,13.8,987.5,55.0,119.0,0.1,0.6,32.9,1.0
Nong Khai,2025-03-03,0.1,28.0,71.0,1.8,14.2,1008.0,46.0,99.0,0.1,0.6,34.0,1.0
Nong Khai,2025-03-04,0.1,-4.7,9.0,2.4,10.3,986.9,52.0,118.0,99.1,0.6,32.2,1.0
Nong Khai,2025-03-05,0.1,28.0,79.0,1.8,13.8,1008.0,63.0,142.0,99.1,0.6,32.0,2.0
Nong Khai,2025-03-06,0.1,-4.9,8.4,2.4,11.1,988.4,61.0,146.0,99.1,0.6,33.2,3.0
Nong Khai,2025-03-07,0.1,-6.3,14.1,3.5,4.8,993.0,26.0,62.0,99.1,0.6,22.5,3.0
Nong Khai,2025-03-08,0.1,17.5,77.5,1.8,7.1,1017.0,23.0,62.0,99.1,0.6,21.5,1.5
Nong Khai,2025-03-09,0.1,21.0,78.0,1.8,6.4,1017.0,47.0,100.0,99.1,2.7,25.0,1.0
Nong Khai,2025-03-10,0.1,18.7,57.0,1.8,9.5,998.6,22.0,53.0,99.1,0.6,28.0,3.0
Nong Khai,2025-03-11,0.1,27.0,74.0,1.2,9.9,1013.0,21.0,52.0,99.1,0.6,32.0,1.0
Nong Khai,2025-03-12,0.1,27.0,74.0,1.2,9.9,1013.0,21.0,52.0,99.1,0.6,32.0,1.0
Nong Khai,2025-03-13,0.1,8.549999999999999,28.05,4.35,11.5,987.1,49.5,105.5,99.1,0.8500000000000001,33.1,1.25
Nong Khai,2025-03-14,0.1,8.549999999999999,28.05,4.35,11.5,987.1,49.5,105.5,99.1,0.8500000000000001,33.1,1.25
Nong Khai,2025-03-15,0.1,8.549999999999999,28.05,4.35,11.5,987.1,49.5,105.5,99.1,0.8500000000000001,33.1,1.25
Nong Khai,2025-03-16,0.1,20.9,75.7,5.8,4.0,989.9,77.0,163.0,99.1,0.6,25.5,2.0
Nong Khai,2025-03-17,0.1,20.9,75.7,5.8,4.0,989.9,77.0,163.0,99.1,0.6,25.5,2.0
Nong Khai,2025-03-18,0.1,6.7,44.85,2.4,8.7,1004.1,36.5,81.0,0.1,0.6,24.9,3.3
Nong Khai,2025-03-19,0.1,-4.0,14.6,2.4,10.3,997.9,54.0,116.0,0.1,0.6,24.7,2.5
Nong Khai,2025-03-20,0.1,12.5,39.9,2.4,12.7,998.8,56.0,124.0,0.1,0.6,27.3,3.6
Nong Khai,2025-03-21,0.1,21.5,78.0,1.8,13.8,1021.5,67.0,156.0,0.1,0.6,25.5,1.5
Nong Khai,2025-03-22,0.1,21.5,78.0,1.8,13.8,1021.5,67.0,156.0,0.1,0.6,25.5,1.5
Nong Khai,2025-03-23,0.1,10.7,45.45,2.65,16.6,1003.95,82.5,167.0,0.1,0.8500000000000001,28.85,1.5
Nong Khai,2025-03-24,0.1,16.4,34.1,1.8,20.5,990.0,80.0,167.0,0.1,0.6,34.5,1.5
Nong Khai,2025-03-25,0.1,-3.2,8.4,3.5,16.6,986.9,89.0,175.0,0.1,0.6,35.5,2.0
Nong Khai,2025-03-26,0.1,29.0,71.0,2.9,19.0,1006.0,119.0,199.0,0.1,1.1,35.0,2.0
Nong Khai,2025-03-27,0.1,29.0,71.0,2.9,17.0,1005.0,106.0,189.0,0.1,1.1,35.0,3.0
Nong Khai,2025-03-28,0.1,22.0,77.3,1.8,19.8,984.6,90.0,174.0,0.2,0.6,26.3,1.0
Nong Khai,2025-03-29,0.1,21.1,37.5,2.4,18.2,986.5,80.0,165.0,0.2,0.6,38.1,2.0
Nong Khai,2025-03-30,0.1,21.1,37.5,2.4,18.2,986.5,80.0,165.0,0.2,0.6,38.1,2.0
Nong Khai,2025-03-31,0.1,18.35,61.150000000000006,2.1,8.899999999999999,992.85,42.5,95.5,0.2,0.6,26.5,2.75
Nong Khai,2025-04-01,0.1,21.0,78.0,2.4,7.5,1015.0,46.0,94.0,0.2,0.6,25.0,4.1
Nong Khai,2025-04-02,0.1,17.0,47.0,1.8,11.1,993.0,70.0,159.0,0.2,0.6,29.5,1.0
Nong Khai,2025-04-03,0.1,24.0,70.0,1.8,13.1,1015.0,116.0,204.0,0.2,1.1,30.0,2.0
Nong Khai,2025-04-04,0.1,19.3,52.7,1.8,14.6,993.5,68.0,157.0,0.2,0.6,30.0,1.0
Nong Khai,2025-04-05,0.1,28.0,75.0,2.4,17.0,1010.0,99.0,183.0,0.2,1.1,33.0,1.0
Nong Khai,2025-04-06,0.1,28.0,75.0,2.4,17.0,1010.0,99.0,183.0,0.2,1.1,33.0,1.0
Nong Khai,2025-04-07,0.1,8.350000000000001,31.45,1.7999999999999998,12.45,989.2,53.5,112.0,99.35,0.6,31.25,2.55
Nong Khai,2025-04-08,0.1,23.4,47.1,1.2,15.0,990.2,59.0,143.0,99.1,0.6,36.5,2.5
Nong Khai,2025-04-09,0.1,30.0,71.0,2.4,17.0,1010.0,75.0,154.0,99.1,0.6,36.0,2.0
Nong Khai,2025-04-10,0.1,-6.2,9.4,3.5,10.7,989.9,51.0,106.0,0.8,0.6,29.5,1.0
Nong Khai,2025-04-11,0.1,-5.1,8.7,1.2,10.7,988.2,50.0,115.0,0.8,0.6,32.2,1.5
Nonthaburi,2025-02-19,0.1,21.5,55.0,13.3,6.4,1011.5,43.0,93.0,,0.6,31.5,2.25
Nonthaburi,2025-02-20,0.1,21.5,55.0,13.3,6.4,1011.5,43.0,93.0,,0.6,31.5,2.25
Nonthaburi,2025-02-21,0.1,24.0,74.0,23.1,6.4,1012.0,52.0,119.0,,0.6,29.0,3.0
Nonthaburi,2025-02-22,0.1,22.83333333333333,70.0,6.166666666666667,6.400000000000001,1013.6666666666666,36.333333333333336,88.66666666666667,,0.6,29.166666666666668,3.0666666666666664
Nonthaburi,2025-02-23,0.1,20.25,49.0,9.8,6.4,1013.25,53.0,109.5,,0.6,32.25,3.3
Nonthaburi,2025-02-24,0.1,20.0,58.0,5.8,6.4,1017.0,28.0,60.0,,0.6,29.0,4.6
Nonthaburi,2025-02-25,0.1,19.0,48.0,9.3,6.4,1018.0,32.0,59.0,,1.1,31.0,4.1
Nonthaburi,2025-02-26,0.1,18.75,63.5,6.949999999999999,6.4,1017.25,28.0,63.0,,0.6,26.25,3.8
Nonthaburi,2025-02-27,0.1,19.0,41.0,8.1,6.4,1014.0,36.0,73.0,,1.1,34.0,3.0
Nonthaburi,2025-02-28,0.1,21.0,46.0,11.6,6.4,1013.0,47.0,102.0,,0.6,34.0,1.0
Nonthaburi,2025-03-01,0.1,23.0,63.0,8.7,6.4,1011.0,30.5,70.5,,0.6,31.0,4.35
Nonthaburi,2025-03-02,0.1,23.0,50.5,4.7,6.4,1009.5,32.0,70.0,,0.6,34.5,3.0
Nonthaburi,2025-03-03,0.1,23.0,52.0,4.7,6.4,1009.0,31.0,72.0,,0.6,34.0,4.6
Nonthaburi,2025-03-04,0.1,20.0,43.0,7.0,6.4,1009.0,29.0,64.0,,0.6,34.0,5.1
Nonthaburi,2025-03-05,0.1,23.0,49.0,6.4,6.4,1008.0,34.0,68.0,,0.6,35.0,3.6
Nonthaburi,2025-03-06,0.1,23.0,52.0,6.4,6.4,1010.0,26.0,56.0,,0.6,34.0,4.6
Nonthaburi,2025-03-07,0.1,24.0,66.0,12.1,6.4,1010.0,29.0,64.0,,0.6,31.0,4.1
Nonthaburi,2025-03-08,0.1,21.0,65.0,5.2,6.4,1014.0,22.0,56.0,,0.6,28.0,6.6
Nonthaburi,2025-03-09,0.1,20.0,69.0,10.4,6.4,1014.0,39.0,72.0,,0.6,26.0,2.0
Nonthaburi,2025-03-10,0.1,20.0,43.0,5.2,6.4,1013.0,40.0,80.0,,0.6,34.0,5.6
Nonthaburi,2025-03-11,0.1,21.0,41.0,8.1,6.4,1012.0,39.0,86.0,,0.6,36.0,2.0
Nonthaburi,2025-03-12,0.1,21.0,41.0,8.1,6.4,1012.0,39.0,86.0,,0.6,36.0,2.0
Nonthaburi,2025-03-13,0.1,23.25,59.5,6.65,6.4,1008.0,24.0,58.0,,0.6,32.25,4.949999999999999
Nonthaburi,2025-03-14,0.1,23.25,59.5,6.65,6.4,1008.0,24.0,58.0,,0.6,32.25,4.949999999999999
Nonthaburi,2025-03-15,0.1,23.25,59.5,6.65,6.4,1008.0,24.0,58.0,,0.6,32.25,4.949999999999999
Nonthaburi,2025-03-16,0.1,23.25,59.5,6.65,6.4,1008.0,24.0,58.0,,0.6,32.25,4.949999999999999
Nonthaburi,2025-03-17,0.1,23.25,59.5,6.65,6.4,1008.0,24.0,58.0,,0.6,32.25,4.949999999999999
Nonthaburi,2025-03-18,0.1,25.0,73.5,6.35,6.4,1011.0,33.5,75.0,,0.6,30.5,3.3
Nonthaburi,2025-03-19,0.1,20.0,49.0,5.2,6.4,1014.0,40.0,82.0,,0.6,32.0,4.1
Nonthaburi,2025-03-20,0.1,15.0,42.0,7.0,6.4,1017.0,59.0,130.0,,0.6,29.0,2.5
